sensor_060,sensor_104,sensor_511,sensor_022,sensor_029,sensor_130,sensor_211,sensor_164,sensor_125,sensor_161,sensor_317,sensor_122,sensor_126,sensor_027,sensor_248,sensor_034,sensor_181,sensor_123,sensor_160,sensor_080,result
-0.1391,-0.0119,37.7358,-5467.75,73.3556,0.2838,0.0739,0.077,15.73,2111.0,5.3831,15.76,0.9271,1.9417,,8.3006,16.97,3.703,739.0,0.0083,양품
-1.9982,-0.0083,59.97,-6285.0,76.8556,0.2838,0.0817,0.064,15.73,436.0,5.2257,15.76,0.9271,2.035,,8.3006,17.02,3.703,2775.0,-0.0049,양품
0.5564,-0.0088,43.1206,-5342.5,76.4222,0.2838,0.0965,0.208,15.73,638.0,4.2563,15.76,0.9271,2.023,,8.3006,11.26,3.703,821.0,-0.0037,양품
-0.2418,-0.0099,57.7947,-6489.25,71.2889,0.1419,0.0601,0.123,15.63,591.0,8.1605,15.62,1.059,1.8913,0.0316,8.7073,31.71,4.171,542.0,-0.016,양품
-1.7136,-0.0092,103.2609,-5098.25,73.3333,0.0,0.0772,0.151,15.51,499.0,5.5502,15.52,1.021,1.9892,,8.5407,17.82,3.797,2737.0,-0.0173,양품
-1.3073,-0.0073,57.8313,-6301.5,71.4444,0.0,0.0688,0.088,15.51,487.0,6.2418,15.52,1.021,2.0265,,8.2638,18.6,3.797,1837.0,-0.0298,양품
0.8827,-0.0079,87.7583,-5570.25,74.2889,0.2838,0.1347,0.131,15.73,2411.0,5.4597,15.76,0.9271,1.959,,8.3006,18.11,3.703,690.0,-0.0199,양품
3.2655,-0.0028,206.2222,-5636.75,67.4778,0.2838,0.0609,0.155,15.61,3421.0,6.0589,15.59,1.068,1.9775,,9.754,18.39,3.796,3477.0,-0.0213,양품
1.0673,-0.0093,52.5469,-5714.25,72.3778,0.2838,0.0669,0.122,15.73,304.0,5.4158,15.76,0.9271,1.974,,8.5003,18.33,3.703,410.0,-0.009,양품
-0.1773,-0.0105,31.5789,-5801.25,73.1222,0.1419,0.0437,0.101,15.63,656.0,5.6363,15.62,1.059,1.9623,0.1365,8.5889,19.5,4.171,425.0,-0.001,양품
3.0791,-0.0117,35.1931,-5183.0,75.0,0.0473,0.088,0.059,15.78,462.0,5.8868,15.78,1.144,1.9922,0.0191,8.3006,19.42,4.666,634.0,0.0188,양품
3.6664,-0.0088,65.7224,-4858.25,75.2222,0.0473,0.0758,0.212,15.78,718.0,5.2999,15.78,1.144,1.97,0.0144,8.5596,16.57,4.666,2456.0,-0.0109,양품
4.0555,-0.0084,59.2593,-5218.25,71.6333,0.0473,0.1135,0.17,15.78,500.0,5.7105,15.78,1.144,1.945,,8.6074,21.06,4.666,655.0,0.0018,양품
-3.2082,-0.0111,69.4476,-5520.25,74.3,-0.3784,0.0802,0.136,15.74,418.0,5.1408,15.77,1.144,2.0023,0.0486,8.3006,16.14,4.796,74.0,0.0075,양품
-2.1182,-0.0101,64.4362,-5408.25,72.7556,0.0473,0.1,0.195,15.78,267.0,5.119,15.78,1.144,1.9758,,8.5801,17.14,4.666,249.0,-0.0014,양품
0.4855,-0.0091,48.0874,-5160.0,75.0,0.0473,0.0889,0.144,15.78,444.0,4.8482,15.78,1.144,2.003,,8.3179,15.9,4.666,1357.0,0.0155,양품
0.3391,-0.0094,37.0861,-5116.5,72.6778,0.0473,0.0856,0.112,15.78,294.0,5.4988,15.78,1.144,2.006,,8.5889,18.74,4.666,1465.0,-0.0025,양품
1.4345,-0.0096,27.0833,-5400.0,72.7444,-0.3784,0.0836,0.234,15.74,752.0,6.1477,15.77,1.144,1.9848,,8.3179,21.35,4.796,736.0,0.0113,양품
1.8164,-0.0089,46.0028,-5763.0,75.2444,0.0,0.0722,0.179,15.66,817.0,5.7979,15.7,1.286,1.9367,0.0338,8.2638,19.49,5.244,775.0,-0.019,양품
0.56,-0.0124,56.4516,-5646.5,72.6222,-0.3784,0.1003,0.165,15.74,397.0,5.029,15.77,1.144,2.0248,,8.5801,16.63,4.796,103.0,0.0007,양품
-1.1427,-0.0064,73.2943,-5544.25,76.3556,0.0473,0.076,0.282,15.78,582.0,5.472,15.78,1.144,1.9905,,8.3006,18.21,4.666,587.0,0.0072,양품
5.4718,-0.0107,52.3364,-5310.5,75.2667,-0.3784,0.1344,0.249,15.74,459.0,5.5698,15.77,1.144,1.9758,,8.2395,19.95,4.796,534.0,-0.0091,양품
-4.6736,-0.0086,37.1553,-5377.25,72.0778,-0.3784,0.0946,0.159,15.74,316.0,5.6868,15.77,1.144,1.9395,,8.6074,18.19,4.796,1029.0,-0.0015,양품
1.2691,-0.0093,47.5034,-5528.75,72.3,0.0473,0.1304,0.199,15.78,230.0,5.5802,15.78,1.144,1.9955,0.0142,8.3179,17.3,4.666,1081.0,0.0089,양품
1.6309,-0.0074,41.8919,-5275.0,73.6889,0.0,0.0854,0.211,15.66,593.0,5.5936,15.7,1.286,1.9697,,8.3006,17.52,5.244,658.0,-0.0233,양품
3.1382,-0.0086,44.1219,-5646.0,67.5333,0.0,0.1216,0.162,15.66,430.0,5.7609,15.7,1.286,1.996,,8.8424,20.47,5.244,555.0,-0.0244,양품
1.91,-0.0104,59.9034,-6468.0,72.9333,0.0473,0.0897,0.032,15.75,264.0,5.5644,15.75,1.059,1.878,,8.5003,19.38,4.024,439.0,-0.0228,양품
4.3955,-0.0108,24.102,-5645.75,71.0333,0.0473,0.0942,0.156,15.75,606.0,6.4329,15.75,1.059,1.976,,8.8836,21.88,4.024,349.0,-0.0006,양품
2.1173,-0.0092,43.3018,-4675.25,74.4667,0.0473,0.0876,0.128,15.78,3521.0,5.7019,15.78,1.144,1.991,,8.3179,18.94,4.666,2381.0,0.013,양품
2.3855,-0.0096,72.0627,-5335.5,73.2778,0.0,0.1107,0.058,15.66,367.0,5.558,15.7,1.286,1.966,0.2285,8.2638,20.12,5.244,534.0,-0.0069,양품
1.2882,-0.0102,49.8778,-5197.5,72.4333,0.0473,0.0729,0.192,15.75,1101.0,5.3749,15.75,1.059,2.0048,0.0329,8.5596,16.56,4.024,763.0,-0.0132,양품
3.9027,-0.0106,33.9223,-5892.25,75.4556,0.0,0.0859,0.117,15.66,802.0,5.6221,15.7,1.286,1.992,0.0198,8.3006,20.21,5.244,835.0,-0.0108,양품
-2.5482,-0.009,70.9141,-5322.25,72.9333,-0.3784,0.0927,0.154,15.74,177.0,4.904,15.77,1.144,2.0217,0.0076,8.5801,14.83,4.796,355.0,-0.0209,양품
1.5218,-0.0102,37.1184,-5536.5,74.6889,0.0473,0.1048,0.155,15.78,1276.0,5.8638,15.78,1.144,1.9648,,8.6074,21.28,4.666,312.0,-0.0141,불량
-0.8736,-0.0108,35.1852,-5393.5,67.2778,0.0473,0.0926,0.109,15.75,189.0,4.6235,15.75,1.059,1.9743,,9.754,13.47,4.024,537.0,0.0188,양품
1.7073,-0.0088,45.4545,-5545.25,68.6111,-0.3784,0.0998,0.131,15.74,249.0,6.0207,15.77,1.144,1.9892,,8.7073,19.83,4.796,644.0,0.0057,불량
2.1982,-0.0107,73.9181,-6002.0,70.9778,-0.1419,0.0761,0.068,15.54,159.0,5.8384,15.59,1.239,1.988,0.0411,8.7073,19.43,4.44,2446.0,-0.0119,양품
2.4218,-0.0086,41.7391,-6313.5,69.5222,-1.135,0.088,0.178,15.73,424.0,5.6986,15.72,1.182,2.01,0.1122,8.5862,19.62,4.633,2371.0,0.0061,양품
4.9555,-0.0097,48.329,-1263.5,72.8778,-0.1419,0.0749,0.849,15.54,3280.0,5.7798,15.59,1.239,0.4138,0.0354,8.441,17.67,4.44,5054.0,-0.0195,양품
1.8709,-0.0115,45.9372,-5512.0,67.0111,-1.135,0.0514,0.073,15.73,394.0,7.4754,15.72,1.182,2.0202,0.0569,8.7932,22.68,4.633,1407.0,-0.0018,양품
0.7355,-0.0081,46.9861,-4386.0,73.3444,-0.1419,0.0872,0.038,15.54,377.0,6.5044,15.59,1.239,1.9633,0.0151,8.572,19.29,4.44,3193.0,-0.0293,양품
1.2809,-0.0112,41.9175,-5371.25,72.5444,-0.5677,0.0798,0.143,15.67,725.0,6.2122,15.65,1.163,1.958,0.0174,8.3331,19.27,4.754,159.0,-0.0145,양품
5.5318,-0.0098,44.0461,-5553.0,75.3333,-0.5677,0.0738,0.181,15.67,378.0,5.3513,15.65,1.163,1.956,0.0241,8.3006,15.61,4.754,1234.0,-0.0458,양품
-3.1227,-0.0111,45.9459,-5352.25,67.4111,-0.1419,0.0867,0.226,15.54,1047.0,5.5427,15.59,1.239,1.9775,0.2223,8.5862,18.9,4.44,773.0,0.0203,양품
6.1855,-0.0117,62.5938,-5472.0,73.6778,-0.1419,0.0801,0.085,15.54,287.0,5.9816,15.59,1.239,1.9912,,8.2981,17.78,4.44,1086.0,-0.0292,양품
1.9936,-0.0094,68.2667,-5611.75,75.3667,-0.5677,0.1043,0.108,15.67,228.0,5.7628,15.65,1.163,1.9665,0.0226,8.5407,18.91,4.754,945.0,-0.0224,양품
0.2436,-0.0086,57.2263,-5456.75,72.8556,-1.135,0.0898,0.162,15.73,628.0,5.383,15.72,1.182,1.9937,0.0391,8.3331,18.44,4.633,681.0,-0.033,양품
2.9073,-0.0101,59.1133,-5196.75,75.2333,-0.5677,0.099,0.162,15.67,1020.0,4.3798,15.65,1.163,2.019,0.0603,8.2638,13.73,4.754,2604.0,-0.0111,양품
0.3491,-0.007,42.6288,-5612.5,70.0111,-0.5677,0.0878,0.163,15.67,507.0,5.8604,15.65,1.163,2.0057,0.0178,8.897,19.83,4.754,1174.0,-0.0315,양품
1.1136,-0.0102,58.5366,-5867.0,75.7222,-1.135,0.1102,0.206,15.73,334.0,5.3527,15.72,1.182,1.968,0.0185,8.2395,17.33,4.633,1977.0,-0.0173,양품
1.3009,-0.0092,19.6721,-5143.5,75.0889,-1.135,0.0621,0.117,15.73,278.0,5.6737,15.72,1.182,1.9642,0.4793,8.2395,18.35,4.633,1401.0,-0.0143,양품
2.1918,-0.0108,29.6984,-5611.75,73.1222,-0.8988,0.0679,0.198,15.79,1357.0,5.5559,15.86,1.239,2.014,0.0163,8.2395,18.52,4.853,1433.0,0.012,양품
,-0.0106,50.8235,-6616.0,71.8556,-0.8988,0.0903,0.133,15.79,671.0,5.6552,15.86,1.239,1.8923,0.0187,8.6706,17.63,4.853,322.0,0.0051,양품
0.1809,-0.0082,75.2656,-5495.0,73.7222,-1.135,0.0783,0.23,15.73,583.0,4.5473,15.72,1.182,1.9932,0.0231,8.3179,12.34,4.633,546.0,-0.0115,양품
0.7482,-0.0102,37.3464,-5370.0,74.0111,-1.135,0.0862,0.232,15.73,554.0,5.1075,15.72,1.182,1.9463,0.0199,8.2395,18.57,4.633,288.0,-0.0032,양품
2.5491,-0.0103,38.9294,-5549.5,75.6222,-0.5677,0.1189,0.119,15.67,416.0,5.66,15.65,1.163,1.9675,0.035,8.3006,18.83,4.754,516.0,-0.0215,양품
-0.6645,-0.0081,26.0465,-6417.75,73.0556,-0.5677,0.0886,0.059,15.67,296.0,5.5983,15.65,1.163,1.8725,0.0255,8.5003,17.16,4.754,348.0,-0.0252,양품
6.1882,-0.0108,53.7659,-5440.25,71.4667,-0.8988,0.0621,0.091,15.79,307.0,6.0917,15.86,1.239,1.9525,0.0232,8.3273,19.06,4.853,811.0,-0.0012,양품
4.6209,-0.01,70.2635,-5563.5,74.4778,-0.1419,0.0799,0.155,15.54,503.0,5.4544,15.59,1.239,1.9648,0.0274,8.3542,18.69,4.44,2460.0,0.0114,양품
3.0345,-0.0115,34.8964,-5470.25,73.5667,-0.4258,0.071,0.098,15.8,196.0,4.7851,15.79,1.475,1.986,0.0203,8.4278,13.68,4.817,341.0,-0.0063,양품
-4.2064,-0.0088,39.8293,-5411.75,70.4778,-0.8988,0.1122,0.105,15.79,305.0,6.1271,15.86,1.239,1.988,0.02,9.0145,20.26,4.853,543.0,-0.0372,양품
6.1727,-0.0098,36.8758,-5762.75,74.8556,-0.5677,0.0691,0.115,15.67,381.0,5.7073,15.65,1.163,1.9748,0.019,8.3542,20.16,4.754,1110.0,-0.0384,양품
7.3164,-0.0105,75.9193,-5585.25,74.5778,-0.4258,0.0666,0.096,15.8,365.0,6.3023,15.79,1.475,2.0025,,8.3588,19.55,4.817,587.0,-0.0121,양품
4.5918,-0.0091,73.4247,-5753.5,70.1556,-0.4258,0.0954,0.188,15.8,3892.0,5.7703,15.79,1.475,2.0227,,9.0145,18.68,4.817,1663.0,-0.016,양품
3.2273,-0.0076,87.4172,-4961.25,65.8,-1.135,0.1097,0.128,15.73,542.0,5.7088,15.72,1.182,1.9948,0.0228,8.6068,17.21,4.633,3204.0,-0.0175,불량
6.6827,-0.0101,59.4059,-5505.5,71.0333,-0.4258,0.0963,0.154,15.8,261.0,6.2277,15.79,1.475,2.01,,8.572,19.19,4.817,816.0,-0.0333,양품
-4.6636,-0.0127,42.6036,-5592.75,67.9889,-0.4258,0.0842,0.102,15.8,363.0,4.5792,15.79,1.475,2.0313,,9.9964,14.56,4.817,385.0,-0.0167,양품
3.5945,-0.0095,32.6316,-5578.75,70.1667,-0.8988,0.0969,0.178,15.79,594.0,5.966,15.86,1.239,2.0383,0.043,9.131,20.4,4.853,903.0,-0.0077,양품
2.4182,-0.0105,43.0108,-5349.75,75.4333,-0.4258,0.0797,0.119,15.8,375.0,5.96,15.79,1.475,1.986,0.0193,8.5596,19.31,4.817,461.0,-0.012,양품
4.6209,-0.0093,49.5289,-5714.25,71.3222,-0.1419,0.0616,0.082,15.54,478.0,5.9229,15.59,1.239,2.011,0.0394,8.5801,19.1,4.44,1049.0,-0.0092,불량
2.2336,-0.0098,49.8094,-5538.0,73.4778,0.0,0.0805,0.096,15.92,687.0,5.5864,15.9,0.9129,1.9743,,8.2981,16.47,3.816,526.0,-0.0092,양품
5.2064,-0.0102,37.3464,-5466.75,73.6111,0.0,0.0721,0.158,15.92,1012.0,6.2473,15.9,0.9129,1.971,0.018,8.572,19.81,3.816,390.0,-0.0308,양품
-0.5718,-0.0106,58.6982,-6397.75,66.7889,0.0,0.0788,0.047,15.92,264.0,5.009,15.9,0.9129,1.8798,0.0156,9.0121,18.22,3.816,282.0,-0.0016,양품
7.0273,-0.011,25.4835,-5515.5,70.3,0.0,0.0767,0.11,15.92,375.0,5.2684,15.9,0.9129,1.9798,0.0168,8.8624,18.01,3.816,551.0,-0.0087,양품
2.1145,-0.0124,33.871,-5617.5,72.6222,0.7096,0.0994,0.171,15.73,463.0,5.1897,15.75,0.9838,1.9943,0.0428,8.7932,15.94,3.235,284.0,0.0063,양품
2.1973,-0.0104,28.8462,-5517.75,74.5889,0.0,0.0834,0.151,15.92,477.0,6.2556,15.9,0.9129,1.986,,8.3179,19.98,3.816,483.0,-0.0019,양품
4.9118,-0.0114,30.837,-5122.5,70.9889,0.7096,0.0542,0.107,15.73,339.0,5.1057,15.75,0.9838,1.9937,0.0196,8.8624,14.82,3.235,453.0,-0.0215,양품
4.8127,-0.0103,47.5728,-6469.5,72.3444,0.7096,0.0475,0.053,15.73,386.0,5.6728,15.75,0.9838,1.872,,8.5003,20.08,3.235,420.0,-0.0335,양품
4.4445,-0.0106,54.5882,-5085.75,75.6778,0.7096,0.0705,0.176,15.73,182.0,6.7223,15.75,0.9838,2.0017,0.0954,8.2981,21.46,3.235,197.0,-0.0046,양품
5.6155,-0.0101,51.358,-4764.0,75.0889,0.7096,0.0803,0.079,15.73,613.0,7.4824,15.75,0.9838,1.9905,0.0155,8.3588,26.92,3.235,1985.0,-0.0339,양품
2.8136,-0.0101,30.7311,-5195.75,68.4889,0.7096,0.0543,0.087,15.73,438.0,6.2503,15.75,0.9838,2.0032,0.0125,9.131,19.2,3.235,598.0,-0.0059,양품
3.9527,-0.0115,35.5363,-5569.75,74.0,0.7096,0.0821,0.067,15.73,695.0,5.7861,15.75,0.9838,1.9875,0.0307,8.3588,16.71,3.235,959.0,-0.0152,양품
3.4482,-0.0079,30.3318,-5644.0,74.5556,0.0,0.0753,0.189,15.92,868.0,5.4498,15.9,0.9129,1.9913,0.0041,8.5407,17.75,3.816,1042.0,-0.0218,양품
1.3445,-0.0136,34.4322,-5250.75,72.9222,-1.229,0.0651,0.174,15.73,377.0,5.6354,15.76,0.9554,1.959,,8.2395,18.92,3.358,732.0,-0.0191,양품
,-0.0108,42.3963,-5334.75,69.5222,0.0,0.0519,0.112,15.84,1031.0,5.5089,15.8,0.9176,2.0232,,9.131,16.77,3.52,960.0,-0.0296,양품
0.9591,-0.0096,51.2418,-5209.0,70.9,0.4731,0.0846,0.164,15.75,365.0,6.3258,15.72,0.8893,2.0032,0.023,8.7015,20.1,3.225,583.0,0.0213,양품
5.3191,-0.0119,46.3158,-5392.5,73.2111,-0.4731,0.0743,0.133,15.68,387.0,6.9993,15.72,1.395,1.9955,0.0174,8.3591,24.79,5.151,626.0,0.0199,양품
-2.1555,-0.013,50.6232,-5494.75,75.9,-0.4731,0.1205,0.119,15.68,334.0,5.987,15.72,1.395,1.9995,0.021,8.4278,19.39,5.151,760.0,0.0108,양품
1.7627,-0.0111,38.7824,-5436.25,74.5333,-0.8515,0.0715,0.102,15.71,542.0,6.4893,15.73,1.532,1.9892,0.0179,8.4278,20.64,5.185,261.0,0.0107,양품
1.9273,-0.0127,41.6912,-5472.0,74.8667,-0.8515,0.0647,0.149,15.71,470.0,7.5497,15.73,1.532,1.9957,,8.2832,24.29,5.185,364.0,0.0108,양품
1.2327,-0.0104,27.0205,-5481.75,72.6333,-0.0946,0.104,0.154,15.65,44.0,5.4225,15.73,1.881,2.009,0.0166,8.3588,17.25,5.165,373.0,-0.0178,양품
5.4209,-0.0136,24.9541,-5261.0,67.3,-0.8515,0.0919,0.218,15.71,367.0,5.9794,15.73,1.532,1.972,0.0446,8.58,17.42,5.185,474.0,-0.0091,양품
5.0818,-0.0086,46.6472,-6465.0,71.4333,0.7096,0.0595,0.082,15.73,242.0,5.792,15.75,0.9838,1.87,,8.5003,20.93,3.235,161.0,-0.0064,양품
5.5109,-0.0115,64.2082,-5685.0,73.9889,-0.0946,0.0509,0.16,15.65,354.0,5.9043,15.73,1.881,2.025,0.0166,8.2981,16.7,5.165,2088.0,-0.0035,양품
-0.07,-0.0329,13.6674,-6413.25,69.2222,0.7096,0.0979,0.117,15.73,858.0,6.443,15.75,0.9838,1.8985,0.0183,23.1583,21.43,3.235,451.0,0.0381,양품
0.5609,-0.0104,19.2308,-6515.25,67.6556,0.4731,0.0628,0.074,15.75,316.0,6.1051,15.72,0.8893,1.866,0.012,9.0121,20.35,3.225,336.0,-0.0299,양품
5.5964,-0.014,49.4624,-5204.0,74.1222,-0.5677,0.0711,0.18,15.71,330.0,5.8955,15.73,1.607,1.976,0.0137,8.272,18.33,6.09,608.0,-0.0273,양품
5.3973,-0.014,39.3912,-5416.5,75.4,-0.5677,0.1078,0.156,15.71,332.0,5.9968,15.73,1.607,1.9867,,8.272,18.59,6.09,663.0,-0.0276,양품
2.3182,-0.0105,48.6293,-5502.0,70.7,-0.5677,0.1016,0.092,15.71,431.0,5.6932,15.73,1.607,2.0178,0.0265,9.131,18.0,6.09,484.0,-0.0213,양품
6.0773,-0.0077,66.0194,-5543.0,75.1889,-0.5677,0.0729,0.121,15.71,1204.0,6.7406,15.73,1.607,1.981,,8.3436,23.9,6.09,736.0,-0.0302,양품
4.3136,-0.0084,29.8507,-5529.25,74.0333,-0.5677,0.0899,0.216,15.71,561.0,6.9159,15.73,1.607,1.95,0.0177,8.272,26.66,6.09,391.0,-0.0053,양품
-2.3509,-0.0123,60.3466,-5572.25,67.2889,-0.1419,0.0495,0.024,15.82,145.0,5.5576,15.88,0.9838,2.0165,0.0297,9.6938,17.16,3.636,533.0,0.0162,양품
1.1618,-0.0086,55.814,-5257.75,75.1667,-0.5677,0.1001,0.091,15.71,137.0,5.8683,15.73,1.607,1.9695,0.0243,8.5596,16.15,6.09,571.0,0.0178,양품
0.5764,-0.0095,46.5608,-5348.75,71.5111,-0.8988,0.0778,0.157,15.81,1017.0,6.3499,15.84,1.824,1.965,,8.3273,21.81,6.101,276.0,0.0036,양품
6.8491,-0.0134,21.6822,-5418.75,68.3111,-0.1419,0.0784,0.021,15.82,762.0,5.9756,15.88,0.9838,2.0278,,9.0061,18.26,3.636,602.0,0.0221,양품
-0.7245,-0.0137,26.2056,-5704.5,72.3444,0.0,0.0523,0.068,15.74,177.0,4.3803,15.84,1.031,1.9808,0.0207,8.287,15.23,3.483,850.0,0.0266,양품
-0.2227,-0.0128,44.5313,-5710.5,73.1333,-0.8988,0.0935,0.177,15.81,420.0,5.5404,15.84,1.824,1.983,0.019,8.7932,19.84,6.101,470.0,0.0059,양품
5.9155,-0.0123,35.6998,-5344.25,74.2667,-0.1419,0.1069,0.156,15.82,437.0,6.0134,15.88,0.9838,1.9783,,8.2832,16.48,3.636,1929.0,0.0373,양품
2.4209,-0.0112,38.2222,-5451.75,70.7778,-0.1419,0.0669,0.04,15.82,343.0,5.915,15.88,0.9838,2.008,,9.0145,20.18,3.636,596.0,0.0009,양품
13.5518,-0.0141,28.4698,-5249.0,73.4111,-0.1419,0.0809,0.232,15.82,387.0,6.8253,15.88,0.9838,1.9987,0.2298,8.9562,21.97,3.636,500.0,0.0044,불량
3.0945,-0.0108,91.9861,-5603.75,73.1222,-0.8988,0.0904,0.081,15.81,314.0,5.7734,15.84,1.824,1.9743,0.015,8.3542,18.58,6.101,270.0,0.0093,양품
-1.2336,-0.0131,36.7816,-5662.0,68.8444,-0.1419,0.0645,0.117,15.82,306.0,7.0915,15.88,0.9838,2.015,0.0202,8.6068,22.26,3.636,3362.0,-0.0012,양품
4.4409,-0.0136,113.9706,-5477.5,75.7556,-1.56,0.0662,0.188,15.89,187.0,6.0475,15.85,0.9318,1.9535,,8.2832,21.39,3.202,674.0,0.0185,양품
-4.6109,-0.0142,25.3521,-6521.5,66.0222,-0.8988,0.0623,0.044,15.81,220.0,4.7402,15.84,1.824,1.8592,0.0427,9.0811,16.87,6.101,195.0,-0.005,양품
1.89,-0.0131,26.7431,-5632.75,68.6444,-1.56,0.072,0.067,15.89,295.0,6.4735,15.85,0.9318,1.9897,0.017,8.7373,20.44,3.202,657.0,0.0097,양품
0.4527,-0.0107,45.741,-5619.25,73.4333,0.0,0.0866,0.131,15.84,609.0,6.5385,15.86,0.9744,1.9705,0.0401,8.7932,20.06,3.583,878.0,0.0075,양품
-0.2036,-0.0117,44.397,-5619.0,72.3444,-1.56,0.097,0.11,15.89,270.0,6.2248,15.85,0.9318,1.9398,0.0227,8.3591,23.15,3.202,677.0,0.0147,양품
-3.7536,-0.0134,19.4211,-5525.25,71.9444,-1.56,0.0733,0.132,15.89,290.0,6.4957,15.85,0.9318,1.9738,0.0,8.7932,21.07,3.202,1552.0,0.0026,양품
-3.9045,-0.0132,27.3504,-5207.25,71.6556,0.0,0.2357,0.161,15.84,483.0,7.536,15.86,0.9744,1.9697,0.0393,8.6149,20.45,3.583,772.0,0.0409,양품
-2.81,-0.0121,27.1885,-5391.75,75.5222,-1.56,0.0744,0.14,15.89,323.0,5.1985,15.85,0.9318,1.9672,0.0635,8.3591,16.95,3.202,425.0,0.0102,양품
-2.6109,-0.0123,31.7073,-5621.0,75.5889,-1.56,0.0508,0.119,15.89,306.0,5.8323,15.85,0.9318,1.994,0.0,8.5571,18.32,3.202,1112.0,0.033,양품
-2.6273,-0.013,35.3506,-5561.0,67.3889,-0.5677,0.0699,0.192,15.86,965.0,5.3998,15.81,1.182,1.9905,0.0228,8.7646,16.68,3.559,908.0,0.0124,양품
5.4709,-0.0123,23.6735,-5652.5,74.9111,0.0,0.0556,0.056,15.84,241.0,6.1519,15.86,0.9744,1.9818,0.0372,8.8889,19.33,3.583,545.0,0.0099,양품
0.5218,-0.0093,49.1979,-5627.5,72.2778,0.0473,0.0758,0.135,15.75,734.0,6.104,15.77,1.702,2.01,0.0249,8.287,19.82,6.889,398.0,-0.0001,양품
4.3982,-0.0127,45.6244,-5334.0,71.1222,0.0,0.0741,0.156,15.77,296.0,6.3857,15.81,1.135,1.9968,0.0207,8.7373,20.62,3.886,265.0,0.0075,양품
0.5518,-0.0123,44.8065,-5639.75,72.6778,0.0473,0.1073,0.062,15.75,392.0,6.4843,15.77,1.702,2.0035,0.0225,8.287,22.8,6.889,579.0,0.001,양품
1.4418,-0.0144,24.2845,-5567.75,72.4333,0.0473,0.0786,0.182,15.75,390.0,5.3579,15.77,1.702,1.9708,0.0158,8.6149,17.04,6.889,379.0,0.0211,양품
-2.5955,-0.0115,37.3507,-5819.75,70.2111,0.0473,0.1002,0.131,15.82,273.0,5.6441,15.8,1.853,2.0082,0.0278,8.897,19.69,6.369,551.0,0.0261,양품
-4.9018,-0.011,28.2139,-5767.25,70.0222,0.0473,0.0677,0.082,15.82,566.0,5.3963,15.8,1.853,1.9727,0.0185,8.7401,20.01,6.369,1030.0,0.0152,양품
0.7636,-0.013,35.3846,-5476.5,67.5556,0.0,0.0695,0.059,15.91,282.0,5.8226,15.86,0.9649,2.0005,,9.0425,18.5,3.541,856.0,0.0029,양품
-2.7845,-0.0112,35.7942,-5345.25,69.0556,-0.4258,0.0855,0.141,15.89,542.0,6.0259,15.89,0.9318,2.0175,,8.7635,19.26,3.365,886.0,0.007,양품
-2.4709,-0.0135,31.0536,-5250.75,68.8667,0.0,0.1111,0.16,15.91,484.0,6.9644,15.86,0.9649,2.0015,0.019,8.7015,21.81,3.541,293.0,0.0244,양품
-3.2718,-0.0136,30.9963,-5777.0,75.3556,0.0,0.0615,0.148,15.77,594.0,6.0242,15.81,1.135,1.9952,0.0166,8.5571,16.21,3.886,497.0,0.014,양품
2.1136,-0.012,22.5705,-5327.75,70.3556,0.0,0.1006,0.139,15.77,227.0,5.315,15.81,1.135,1.9755,0.2109,8.7373,17.21,3.886,625.0,0.0169,양품
3.9291,-0.0118,60.9524,-5213.0,72.5778,0.0,0.0957,0.122,15.77,338.0,6.3005,15.81,1.135,2.021,0.0217,9.131,19.92,3.886,735.0,0.0098,양품
-0.5336,-0.014,30.0806,-5138.75,70.5111,0.0473,0.0652,0.18,15.75,407.0,6.0726,15.77,1.702,1.9565,0.0289,8.7015,19.8,6.889,538.0,0.0071,양품
-1.1836,-0.0122,15.5897,-5406.75,75.9444,0.0473,0.0709,0.172,15.75,343.0,5.1511,15.77,1.702,1.9515,0.0146,8.5571,15.22,6.889,180.0,0.009,양품
5.7945,-0.0125,28.8867,-5300.5,72.8667,-0.5677,0.1112,0.061,15.86,266.0,6.5033,15.81,1.182,2.0038,,8.9562,20.74,3.559,580.0,-0.0039,양품
-4.9682,-0.0117,36.7521,-5497.5,74.1222,-1.608,0.0708,0.21,15.77,239.0,5.9198,15.77,1.617,2.0055,0.0279,8.5571,19.1,6.442,593.0,0.0021,양품
-0.9136,-0.0117,37.6068,-5398.75,73.6111,0.0473,0.0762,0.06,15.82,227.0,5.9107,15.8,1.853,2.018,,8.6695,18.31,6.369,225.0,-0.006,양품
-3.65,-0.0122,18.7755,-5217.25,73.3778,-1.608,0.0905,0.135,15.77,469.0,5.9777,15.77,1.617,1.9925,0.0148,8.3663,18.26,6.442,352.0,0.013,양품
-2.5345,-0.0119,37.0137,-5394.75,70.3111,-1.608,0.0781,0.115,15.77,410.0,5.5803,15.77,1.617,2.0075,0.02,8.8581,18.52,6.442,829.0,-0.0187,양품
0.86,-0.0128,76.7875,-5397.5,67.0889,-0.4258,0.0954,0.117,15.89,243.0,5.7839,15.89,0.9318,1.9965,0.039,8.7997,18.59,3.365,361.0,0.0073,양품
-3.4991,-0.0128,38.3562,-5543.0,73.7556,-0.4258,0.0594,0.118,15.89,161.0,6.2725,15.89,0.9318,1.98,0.0216,8.9833,19.82,3.365,294.0,0.0184,양품
