sensor_060,sensor_104,sensor_511,sensor_022,sensor_029,sensor_130,sensor_211,sensor_164,sensor_125,sensor_161,sensor_317,sensor_122,sensor_126,sensor_027,sensor_248,sensor_034,sensor_181,sensor_123,sensor_160,sensor_080,sensor_131,sensor_065,sensor_023,sensor_015,sensor_115,sensor_134,sensor_552,sensor_057,sensor_201,sensor_461,sensor_064,sensor_059,sensor_077,sensor_184,sensor_469,sensor_127,sensor_512,sensor_066,sensor_551,sensor_091,sensor_039,sensor_167,sensor_033,sensor_069,sensor_574,sensor_041,sensor_544,sensor_543,sensor_032,sensor_563,result
-3.4291,-0.0125,31.8725,-5743.25,72.3889,-3.732,0.0605,0.111,15.73,165.0,5.8914,15.77,1.739,1.9885,0.0094,8.8562,19.92,5.999,967.0,-0.0064,0.5524,23.4291,2621.5,8.9836,0.0,1001.4417,0.87,0.9304,20.87,44.7151,14.2627,4.6512,-0.0042,30.453,298.913,2.479,0.0,30.4749,16.23,8748.45,87.024,4.7,83.6367,150.0382,0.4025,80.04,0.0079,0.111,3.3388,264.272,양품
-2.1709,-0.0111,47.8016,-5364.0,70.5111,-2.647,0.0767,0.206,15.82,231.0,6.7152,15.84,1.182,2.0192,,8.6611,23.04,3.234,493.0,-0.0037,0.8349,22.1709,2582.5,9.4042,0.0,1012.9822,1.06,0.9337,20.19,70.6707,11.6928,4.678,-0.005,26.806,368.5092,2.735,0.0,27.2628,14.39,8548.6299,87.0853,1.9,93.8653,144.39,2.1967,77.33,0.0072,0.115,3.3904,248.242,양품
-5.9573,-0.012,34.3096,-5501.0,74.7778,-2.647,0.0813,0.098,15.82,282.0,4.5082,15.84,1.182,1.9872,0.0508,8.3663,13.19,3.234,791.0,0.0097,0.8349,25.9573,2551.75,9.9037,0.0,1012.9822,0.87,0.9277,14.87,23.1595,11.8709,4.6335,-0.0101,32.241,167.6942,2.735,0.0,33.2787,16.23,9620.38,87.0807,2.7,83.4093,156.2718,0.5593,80.62,0.0079,0.113,3.3086,268.8,양품
-1.0464,-0.013,37.7649,-5537.0,72.3222,-3.732,0.0978,0.081,15.73,179.0,5.6386,15.77,1.739,1.985,0.0187,8.9562,16.28,5.999,322.0,0.0286,0.5524,21.0464,2722.75,6.4924,0.0,1001.4417,0.83,0.927,20.78,37.9667,11.5009,4.6594,-0.0146,27.984,600.1738,2.479,0.0,28.2025,18.02,8774.26,86.8401,5.1,85.188,155.5173,0.2994,78.17,0.0069,0.1139,3.4646,264.272,양품
4.2391,-0.0133,33.9623,-5423.25,76.4667,-3.591,0.0731,0.167,15.7,598.0,5.3222,15.72,1.909,2.0023,,8.9833,18.09,6.086,469.0,-0.0127,0.5949,15.7609,2659.25,11.3511,0.0,999.2317,0.72,0.9346,16.22,18.0321,8.5982,4.6805,-0.0398,25.94,107.5702,2.42,0.0,22.3582,13.52,8857.81,87.7644,3.4,84.3441,154.9582,0.3099,81.19,0.008,0.1162,3.4238,250.452,양품
-1.6873,-0.0113,38.1798,-4682.0,68.3667,-3.591,0.0809,0.242,15.7,432.0,8.9893,15.72,1.909,1.9882,0.026,8.7779,33.78,6.086,2099.0,0.0083,0.5949,21.6873,2583.5,10.391,0.0,999.2317,1.83,0.9365,25.39,46.9178,12.05,4.724,-0.0237,22.183,0.0,2.42,0.0,25.6805,16.6,9361.5399,86.797,3.4,87.1083,146.4964,0.4502,77.83,0.0123,0.1164,3.4237,264.272,양품
1.0145,-0.0114,51.0451,-6469.5,71.1667,-3.591,0.0763,0.127,15.7,709.0,5.547,15.72,1.909,1.8835,,8.7073,19.88,6.086,377.0,-0.0082,0.5949,18.9855,2823.0,11.2013,0.0,999.2317,0.87,0.932,17.32,29.5397,17.2272,4.6166,-0.0418,24.257,270.0717,2.42,0.0,24.5151,16.23,8958.7901,86.7952,3.6,84.7188,150.0618,0.3689,77.76,0.0101,0.1152,4.6298,269.896,양품
-0.8727,-0.0113,46.7991,-5305.0,73.1556,-3.591,0.078,0.089,15.7,301.0,5.6351,15.72,1.909,1.9952,0.0209,8.6149,16.98,6.086,300.0,-0.0052,0.5949,20.8727,2587.5,8.2135,0.0,999.2317,1.28,0.9366,19.28,19.3211,17.6063,4.6928,0.0002,27.678,618.75,2.42,0.0,26.308,13.51,9379.21,86.7323,5.0,83.5182,148.1036,0.2182,79.02,0.0123,0.1164,3.3823,264.272,양품
-4.2364,-0.013,32.9502,-5671.25,68.0778,-2.647,0.0899,0.05,15.82,642.0,5.8253,15.84,1.182,2.014,0.0174,8.7401,19.07,3.234,355.0,-0.001,0.8349,24.2364,2510.0,5.7163,0.0,1012.9822,2.25,0.9279,19.98,21.7225,11.0454,4.6359,0.003,30.176,112.1245,2.735,0.0,32.176,21.19,8432.13,86.8963,2.7,85.4838,153.8845,0.2265,78.53,0.0078,0.1152,3.5614,268.498,양품
-5.1391,-0.0109,53.211,-5614.75,65.6,-3.779,0.0572,0.068,15.74,92.0,5.9498,15.72,2.154,1.9682,0.0365,9.2016,19.75,6.003,837.0,-0.0046,0.5708,25.1391,2631.25,9.2542,0.0,1010.15,0.87,0.9301,14.87,43.2341,10.1337,4.6796,-0.0102,32.282,98.8502,2.415,0.0,31.0753,16.23,8782.1801,86.8786,2.8,86.0222,148.5791,0.2182,76.88,0.0123,0.1164,3.4778,271.564,양품
1.54,-0.0101,42.3645,-5459.75,73.3778,-3.779,0.0682,0.091,15.74,545.0,6.4716,15.72,2.154,1.9815,0.0138,9.0639,19.41,6.003,454.0,-0.0113,0.5708,18.46,2803.0,8.6061,0.0,1010.15,0.98,0.9319,12.18,40.1855,8.1046,4.6326,-0.0078,24.954,292.8571,2.415,914.2857,25.1751,14.89,8295.79,86.95,5.7,83.9932,155.0682,0.2679,77.68,0.0094,0.1169,3.4164,268.294,양품
0.1082,-0.0114,50.7104,-5504.75,65.6889,-3.732,0.0815,0.14,15.73,505.0,4.5917,15.77,1.739,2.0092,,9.2016,14.44,5.999,865.0,-0.0065,0.5524,19.8918,2673.25,6.5954,0.0,1001.4417,0.87,0.9346,16.63,32.2233,19.4927,4.6805,-0.0314,26.121,0.0,2.479,0.0,30.7097,16.23,9014.81,86.8786,2.7,86.0222,146.9036,0.3716,76.88,0.008,0.1162,3.5259,250.266,양품
-1.67,-0.0104,47.9042,-5648.25,76.6333,-3.591,0.1807,0.173,15.7,266.0,4.8494,15.72,1.909,1.996,,8.9833,16.37,6.086,929.0,0.01,0.5949,21.67,2767.75,9.5004,0.0,999.2317,0.87,0.9366,13.65,46.1593,13.5009,4.6928,-0.026,27.197,195.8084,2.42,930.6122,29.1767,16.23,7754.01,87.7644,3.7,84.3441,153.7145,0.2182,81.19,0.0107,0.1168,3.5308,272.33,양품
-4.89,-0.0122,32.8205,-5300.25,72.1889,-3.779,0.0952,0.091,15.74,160.0,5.9451,15.72,2.154,1.9735,0.0224,8.8078,15.95,6.003,371.0,-0.0297,0.5708,24.89,2498.75,7.9037,0.0,1010.15,1.02,0.9304,27.53,38.6487,16.2191,4.6512,-0.0283,30.553,147.0348,2.415,0.0,33.006,15.11,9306.2801,86.9208,5.1,84.5333,145.7582,0.4025,,0.0079,0.111,3.3068,264.272,양품
-6.5282,-0.011,19.1126,-5121.5,74.3444,-3.591,0.0827,0.091,15.7,162.0,5.7907,15.72,1.909,1.9975,0.0277,8.1166,17.07,6.086,834.0,-0.0096,0.5949,26.5282,2532.5,12.3825,0.0,999.2317,0.87,0.9304,25.72,41.0343,19.6091,4.6512,-0.0059,30.625,93.7474,2.42,0.0,34.3403,16.23,8646.22,87.1953,2.6,84.9121,145.87,0.4025,10.24,0.0079,0.111,3.413,269.17,양품
7.03,-0.0125,19.2192,-5491.75,69.6333,-2.647,0.0684,0.232,15.82,616.0,5.5763,15.84,1.182,1.9947,0.0523,8.6068,18.06,3.234,4361.0,-0.0082,0.8349,12.97,2649.75,9.9407,0.0,1012.9822,0.87,0.9315,19.74,18.6454,13.0081,4.6322,0.0207,26.082,66.5718,2.735,707.6923,17.1419,16.23,8473.75,86.5437,2.0,83.5811,151.3418,0.3689,82.25,0.007,0.1173,3.4853,264.272,양품
-2.6355,-0.0103,51.5188,-5409.0,65.0778,-3.779,0.057,0.06,15.74,313.0,4.9426,15.72,2.154,2.0023,0.0171,9.0606,16.3,6.003,726.0,-0.0152,0.5708,22.6355,2649.25,6.3496,0.0,1010.15,0.87,0.9301,15.95,22.5205,18.5573,4.6796,0.0429,31.147,212.4871,2.415,551.3514,34.0617,16.23,9117.7299,86.8551,2.3,85.7132,146.9082,0.2182,10.82,0.0123,0.1164,3.4989,,양품
1.3936,-0.0111,20.7207,-5274.25,66.8222,-2.647,0.0681,0.161,15.82,219.0,5.5793,15.84,1.182,1.9962,0.0236,9.6136,19.17,3.234,1175.0,0.0114,0.8349,18.6064,2537.5,9.7066,0.0,1012.9822,0.87,0.9348,15.55,22.5527,12.9654,4.6766,0.0092,26.006,279.8434,2.735,664.6154,25.5648,16.23,8675.7199,86.9287,2.2,84.5509,152.0945,0.3893,8.967,0.0127,0.1141,3.4197,260.756,양품
-3.7045,-0.0128,22.6562,-5339.0,73.3667,-3.591,0.0845,0.127,15.7,232.0,5.0433,15.72,1.909,2.023,0.0179,8.6695,17.46,6.086,372.0,0.0147,0.5949,23.7045,2529.0,10.6712,0.0,999.2317,1.48,0.9314,27.32,37.1455,15.1481,4.659,0.0016,32.912,217.8405,2.42,0.0,31.622,15.11,8620.1801,86.6658,3.3,85.4487,147.6018,0.2282,79.21,0.0139,0.1087,3.2346,264.272,양품
-0.45,-0.0107,37.3396,-5966.75,67.8778,-3.779,0.0705,0.219,15.74,356.0,5.053,15.72,2.154,1.9795,,8.7779,17.01,6.003,2779.0,0.0135,0.5708,20.45,2376.5,11.1145,0.0,1010.15,1.18,0.9356,26.54,18.5093,19.6655,4.7218,-0.0069,25.631,0.0,2.415,0.0,30.013,15.11,8887.8101,86.797,2.4,87.1083,142.9855,0.3038,77.83,0.0123,0.1164,3.4619,262.246,양품
-1.4564,-0.0124,56.5086,-6351.0,63.8222,-3.779,0.0764,0.133,15.74,558.0,5.7032,15.72,2.154,1.8867,0.0201,9.0606,16.87,6.003,297.0,0.013,0.5708,21.4564,3131.25,7.233,0.0,1010.15,0.87,0.9366,21.25,16.1056,12.5955,4.6928,-0.0118,25.506,369.4132,2.415,0.0,28.2871,18.97,8889.93,86.8551,3.1,85.7132,149.1027,0.2182,10.82,0.0123,0.1164,4.6544,264.272,양품
-2.6364,-0.0098,52.1739,-5623.5,70.7556,-3.591,0.064,0.208,15.7,499.0,6.2211,15.75,1.744,1.9962,,8.8331,21.68,5.902,1273.0,-0.0097,0.5882,22.6364,2785.25,5.6317,0.0,999.8597,1.33,0.9316,15.67,16.3239,8.6795,4.7136,-0.0173,29.897,171.069,2.456,0.0,27.717,15.68,8701.45,87.0785,3.6,85.2836,151.3855,0.3001,75.34,0.0086,0.1097,3.291,257.296,양품
3.9818,-0.0116,34.5572,-5303.0,65.9667,-2.647,0.0716,0.113,15.82,242.0,6.4328,15.84,1.182,1.9805,0.0193,9.0776,21.49,3.234,1736.0,0.0083,0.8349,16.0182,2712.25,7.1375,0.0,1012.9822,0.78,0.9256,19.53,53.3063,10.7128,4.6622,-0.0236,25.015,163.9954,2.735,0.0,22.1771,16.14,9054.95,86.8379,2.8,85.822,150.3282,0.3033,77.92,0.0058,0.1123,3.3797,262.848,양품
-4.2327,-0.0096,54.3791,-5675.0,68.0222,-3.591,0.0644,0.103,15.7,203.0,6.3413,15.75,1.744,2.0015,,8.8546,19.41,5.902,364.0,-0.0063,0.5882,24.2327,2669.75,12.0643,0.0,999.8597,1.3,0.9315,18.43,42.8604,15.4491,4.6627,-0.0295,29.751,156.4001,2.456,0.0,30.0271,19.71,8415.4499,86.4099,2.5,83.6681,147.5973,0.2679,80.2,0.0079,0.111,3.473,278.088,양품
-0.8045,-0.0093,61.2903,-5439.25,69.1778,-3.779,0.0639,0.18,15.74,364.0,5.1675,15.72,2.154,1.9725,,8.9979,16.92,6.003,1271.0,-0.0035,0.5708,20.8045,2668.75,9.7509,0.0,1010.15,1.0,0.9317,14.5,25.1543,8.0645,4.7544,-0.0073,32.58,498.4175,2.415,0.0,26.2439,15.91,8910.68,86.4854,3.2,84.8185,153.0636,0.3046,78.42,0.0073,0.1172,3.4059,256.832,양품
-0.0164,-0.0103,43.849,-5949.25,71.0778,-3.591,0.0828,0.066,15.7,236.0,4.6711,15.75,1.744,1.9893,,8.8548,13.52,5.902,1257.0,-0.0007,0.5882,20.0164,2624.75,8.2875,0.0,999.8597,0.87,0.9366,16.93,36.5649,19.8519,4.6928,-0.0335,27.505,0.0,2.456,0.0,29.7647,16.23,8731.8401,86.8657,5.0,85.5485,142.9127,0.2486,81.13,0.008,0.1162,3.4344,268.78,양품
0.7827,-0.0114,28.8525,-6189.75,68.9,-3.591,0.0609,0.151,15.7,477.0,6.1941,15.75,1.744,2.001,0.0563,9.0425,21.29,5.902,2867.0,0.003,0.5882,19.2173,2875.0,9.6427,0.0,999.8597,0.87,0.9341,15.26,73.4011,9.3112,4.7319,0.0059,25.769,0.0,2.456,0.0,22.3049,16.23,8756.0101,86.8006,2.5,84.6838,148.9009,2.1967,,0.0139,0.1087,3.4214,264.272,양품
-0.4409,-0.0118,55.0265,-5125.75,72.2889,-3.591,0.0765,0.157,15.7,339.0,7.227,15.75,1.744,2.0038,,8.3663,25.84,5.902,662.0,-0.0077,0.5882,20.4409,2624.25,10.386,0.0,999.8597,0.78,0.9341,23.9,50.5707,11.8201,4.7319,-0.0143,25.409,0.0,2.456,0.0,23.5781,12.35,8663.12,87.0807,2.5,83.4093,144.7673,2.1967,80.62,0.0092,0.1111,3.4104,264.272,양품
2.1136,-0.0095,58.6387,-5387.0,75.0111,-3.591,0.0612,0.215,15.7,429.0,4.9302,15.75,1.744,1.998,0.0197,8.3663,16.13,5.902,384.0,0.0011,0.5882,17.8864,2606.75,9.0853,0.0,999.8597,1.12,0.932,15.17,68.3251,9.2782,4.6917,-0.0081,22.863,274.8817,2.456,995.122,21.3248,17.69,9506.31,87.0807,2.1,83.4093,144.7445,0.3689,80.62,0.0094,0.1118,3.4383,264.272,양품
-1.66,-0.0099,49.4325,-5145.25,68.5111,-3.591,0.0701,0.238,15.7,293.0,6.3559,15.75,1.744,1.973,0.0183,8.9191,16.98,5.902,1424.0,-0.0166,0.5882,21.66,2601.25,8.0995,0.0,999.8597,1.34,0.932,20.69,23.8977,14.3519,4.6449,-0.0147,25.39,475.3012,2.456,642.1053,28.769,18.16,7406.64,86.3671,3.0,84.7907,149.3318,0.357,79.82,0.0133,0.115,3.3956,276.606,양품
3.0982,-0.0126,25.3968,-5548.25,67.9778,-2.647,0.0688,0.178,15.82,419.0,6.0793,15.84,1.182,2.0042,0.0435,8.8546,18.53,3.234,484.0,-0.0149,0.8349,16.9018,2700.25,7.6564,0.0,1012.9822,,0.9314,25.04,15.2398,15.2572,4.6336,-0.0059,29.453,248.5329,2.735,0.0,22.0576,,8445.5301,86.4099,3.1,83.6681,144.6418,0.1556,80.2,0.0095,0.1143,3.3447,264.272,양품
1.4009,-0.0127,34.7826,-5648.0,70.0667,-3.732,0.0985,0.121,15.7,627.0,5.01,15.74,2.022,2.0227,,8.8581,17.03,5.854,1054.0,-0.0015,0.5833,18.5991,2452.0,11.6201,0.0,1001.798,0.46,0.9314,16.64,50.5656,18.1754,4.659,-0.0194,31.07,736.6643,2.381,941.1765,27.7436,16.02,8440.8101,86.9034,2.9,84.052,144.3709,0.2441,13.6,0.0107,0.1133,3.4406,264.272,양품
1.1855,-0.0104,24.0964,-6445.0,64.5889,-3.732,0.1006,0.072,15.7,385.0,5.7919,15.74,2.022,1.8847,0.0303,9.2016,19.7,5.854,541.0,-0.0358,0.5833,18.8145,2984.75,9.3252,0.0,1001.798,0.93,0.9301,10.04,59.8978,6.0315,4.6796,-0.0297,31.303,596.3958,2.381,697.1429,20.3987,20.68,8701.97,86.8786,2.3,86.0222,152.0318,0.188,76.88,0.0123,0.1164,4.6724,264.272,양품
-2.6655,-0.0114,47.3684,-5441.5,68.1222,-3.591,0.0711,0.129,15.7,644.0,5.5972,15.75,1.744,2.0122,,9.6136,18.19,5.902,420.0,-0.0236,0.5882,22.6655,2566.0,9.0556,0.0,999.8597,1.85,0.931,22.33,25.9216,14.0791,4.7091,-0.0365,28.716,141.8145,2.456,0.0,29.572,16.66,8925.1001,86.9287,2.0,84.5509,147.8627,0.4025,8.967,0.0079,0.111,3.523,264.272,양품
-1.31,-0.0106,64.0,-5482.5,76.1778,-3.591,0.0534,0.185,15.7,124.0,5.2156,15.75,1.744,2.0183,,8.1161,18.8,5.902,549.0,-0.0015,0.5882,21.31,2668.75,8.5891,0.0,999.8597,1.08,0.9356,30.24,15.8725,19.7973,4.7218,-0.0187,25.854,649.6183,2.456,0.0,31.6501,13.46,8932.8501,87.1218,2.9,85.2826,144.3109,0.2428,81.74,0.0123,0.1164,3.3412,264.272,양품
-3.8836,-0.0102,51.1685,-5307.5,64.9222,-3.732,0.0856,0.065,15.7,246.0,5.7186,15.74,2.022,1.9837,,9.2016,16.65,5.854,595.0,-0.0008,0.5833,23.8836,2653.25,6.1933,0.0,1001.798,0.87,0.9316,17.37,64.2149,8.2639,4.6823,-0.041,31.985,312.3361,2.381,0.0,29.6056,16.23,8645.5399,86.8786,3.3,86.0222,149.2036,0.3099,76.88,0.01,0.1111,3.4889,264.784,양품
-1.5945,-0.0117,32.4094,-5648.25,76.5556,-3.591,0.0726,0.109,15.7,207.0,7.523,15.75,1.744,1.9945,,8.9833,23.09,5.902,390.0,-0.012,0.5882,21.5945,2577.75,7.714,0.0,999.8597,1.83,0.9349,13.77,57.5005,7.5032,4.6808,-0.0222,30.316,401.3683,2.456,0.0,27.2525,18.85,8971.0701,87.7644,2.3,84.3441,156.0627,0.3099,81.19,0.0082,0.1163,3.3326,264.272,양품
-1.7155,-0.0094,35.1531,-5471.75,70.1333,-3.732,0.0768,0.126,15.7,969.0,5.4893,15.74,2.022,2.0145,,8.8519,18.15,5.854,648.0,-0.0019,0.5833,21.7155,2776.25,9.0018,0.0,1001.798,0.16,0.9348,18.49,53.0391,10.5186,4.6766,-0.0373,25.301,540.3816,2.381,822.8571,25.4763,18.38,9127.4898,86.9473,3.3,84.1896,149.7291,0.2775,77.44,0.0078,0.1066,3.4638,256.83,양품
-3.2882,-0.0105,59.9287,-5399.25,69.6778,-3.732,0.0725,0.095,15.7,174.0,5.8043,15.74,2.022,1.9785,,8.7997,19.07,5.854,414.0,-0.0063,0.5833,23.2882,2654.25,7.7905,0.0,1001.798,0.87,0.9315,23.29,22.4199,13.7772,4.6627,-0.0187,30.794,159.3586,2.381,453.6082,29.7411,16.23,8028.2799,86.3298,2.9,84.4905,147.6564,0.1878,80.22,0.0079,0.111,3.3719,264.272,양품
-2.9182,-0.0108,44.5993,-5707.0,69.6556,-3.732,0.0991,0.138,15.7,334.0,5.7743,15.74,2.022,1.9713,,8.7779,19.16,5.854,483.0,-0.0043,0.5833,22.9182,2594.5,8.2638,0.0,1001.798,1.92,0.9314,20.1,24.4249,15.4673,4.659,-0.0192,32.328,178.8785,2.381,0.0,29.4088,15.9,8964.2601,86.797,4.1,87.1083,146.1973,2.1967,77.83,0.0088,0.1141,3.4932,266.93,양품
,-0.0103,24.3013,-5420.25,76.2444,-2.647,0.0597,0.122,15.82,632.0,6.0257,15.84,1.182,1.9523,0.0126,8.2981,18.29,3.234,996.0,0.004,0.8349,,2918.25,10.8885,0.0,1012.9822,1.25,0.9252,,14.3206,,4.5938,0.0032,27.105,,2.735,0.0,,17.79,8826.78,86.6174,1.9,83.7568,,0.2914,80.57,0.0065,0.1061,3.4019,265.378,양품
-3.0882,-0.01,50.7463,-5525.0,69.9444,-3.732,0.0815,0.142,15.7,467.0,6.9567,15.74,2.022,1.9858,,8.7015,23.72,5.854,163.0,-0.016,0.5833,23.0882,2691.5,8.4954,0.0,1001.798,0.86,0.9311,15.94,13.6777,14.7591,4.8475,-0.0276,33.424,171.9458,2.381,472.1311,30.6344,21.75,9737.9201,86.2732,2.7,83.7179,152.0527,0.2994,80.86,0.0102,0.1074,3.4554,264.272,양품
-0.0045,-0.0112,32.1788,-5327.5,73.7667,-3.732,0.1065,0.075,15.7,413.0,5.2657,15.74,2.022,1.999,,8.1161,17.65,5.854,332.0,-0.0071,0.5833,20.0045,2618.25,10.4986,0.0,1001.798,0.64,0.9349,23.42,28.6821,20.3809,4.6808,-0.0032,26.449,0.0,2.381,611.3208,30.4948,16.12,8955.4999,87.1218,1.7,85.2826,146.8736,0.3099,81.74,0.0086,0.1166,3.5218,266.932,양품
-5.8564,-0.0039,204.5307,-5194.75,68.5556,-3.732,0.0528,0.094,15.7,85.0,5.7617,15.74,2.022,1.9765,0.0369,8.6611,19.11,5.854,1445.0,-0.0045,0.5833,25.8564,2469.0,9.5197,0.0,1001.798,0.64,0.9304,18.44,32.6185,16.0836,4.6512,-0.0089,32.457,141.2139,2.381,342.8571,33.7075,19.22,8992.5001,87.0853,1.9,93.8653,149.5855,0.2467,77.33,0.0079,0.111,3.3348,264.272,양품
3.9673,-0.0117,66.881,-6411.0,66.0333,-3.732,0.0605,0.073,15.7,274.0,5.5414,15.74,2.022,1.8733,0.017,9.0811,18.46,5.854,123.0,-0.0032,0.5833,16.0327,2936.25,8.2633,0.0,1001.798,1.38,0.9315,19.42,15.9349,12.5036,4.6322,-0.0079,26.368,130.8203,2.381,0.0,22.513,16.48,8465.4301,86.8444,3.2,85.7204,147.51,0.4214,78.98,0.007,0.1173,4.6606,264.272,양품
0.7,-0.0106,48.9412,-5339.5,75.7778,-3.543,0.0661,0.194,15.65,300.0,5.0174,15.74,1.735,2.0057,,8.1161,15.97,5.675,456.0,0.0146,0.6304,19.3,2642.5,4.3695,0.0,1001.1729,0.84,0.9366,21.3,31.0537,11.3636,4.6928,-0.0345,27.127,627.1429,2.411,0.0,26.3407,11.83,8943.6502,87.1218,1.6,85.2826,148.7855,0.2182,81.74,0.0057,0.117,3.4074,264.272,양품
-6.6618,-0.0109,33.9061,-5443.25,73.1222,-3.543,0.0808,0.115,15.65,515.0,5.7831,15.74,1.735,2.009,0.043,8.3591,18.77,5.675,822.0,-0.0226,0.6304,26.6618,2609.25,11.1365,0.0,1001.1729,0.71,0.9297,13.34,41.3395,8.8239,4.6904,-0.0307,33.0551,74.6043,2.411,0.0,33.4282,18.64,8709.92,86.9351,1.5,84.3084,157.7318,0.497,79.94,0.0079,0.113,3.4922,265.304,양품
2.6345,-0.0079,76.9716,-5776.75,72.2444,-3.543,0.0888,0.137,15.65,441.0,5.241,15.74,1.735,2.0132,0.0216,8.7932,18.36,5.675,600.0,-0.0089,0.6304,17.3655,2739.25,10.3783,0.0,1001.1729,0.77,0.9315,21.22,19.0499,13.4591,4.6322,-0.0459,24.279,311.6287,2.411,390.6977,23.9411,17.06,8803.3701,86.7223,4.6,84.525,151.1073,0.4214,79.27,0.0063,0.108,3.4728,264.272,양품
-0.6327,-0.0122,40.0409,-5352.75,68.1111,-3.543,0.0785,0.11,15.65,63.0,6.2417,15.74,1.735,1.9948,,8.8581,20.25,5.675,511.0,-0.0011,0.6304,20.6327,2497.25,8.36,0.0,1001.1729,1.25,0.9365,20.35,31.8031,9.7918,4.724,-0.0225,28.34,651.1494,2.411,0.0,25.0547,22.23,8097.34,86.9034,3.5,84.052,148.9882,0.2182,13.6,0.0123,0.1164,3.3316,264.272,양품
-5.8818,-0.0119,31.8658,-5352.5,70.2444,-3.543,0.0876,0.18,15.65,393.0,6.4591,15.74,1.735,1.995,,8.7373,21.4,5.675,485.0,0.0013,0.6304,25.8818,2645.5,7.8098,0.0,1001.1729,1.36,0.9315,23.39,12.8974,16.8182,4.6627,-0.0381,31.91,92.4884,2.411,0.0,32.8121,18.45,8917.5602,86.252,2.1,84.7176,146.4536,0.1878,80.63,0.0079,0.111,3.3239,271.446,양품
-2.2636,-0.0103,45.8537,-5187.75,71.9444,-2.93,0.0768,0.058,15.76,254.0,5.4689,15.83,1.026,1.9772,0.0262,8.7373,20.04,3.265,391.0,0.0062,0.8145,22.2636,2499.25,8.8046,0.0,999.8622,0.64,0.9279,18.55,27.1182,17.5091,4.6359,0.0167,32.077,592.8514,2.856,0.0,28.0815,9.28,8946.4102,86.252,2.6,84.7176,145.2373,2.1967,80.63,0.0078,0.1152,3.4163,267.298,양품
0.7382,-0.0118,33.9343,-5546.25,76.9333,-3.543,0.0582,0.046,15.65,336.0,5.1729,15.74,1.735,2.019,,8.1161,16.79,5.675,1009.0,-0.0046,0.6304,19.2618,2621.25,9.3601,0.0,1001.1729,1.23,0.9346,19.82,19.0587,16.4427,4.6805,-0.0175,27.204,806.0345,2.411,0.0,24.7756,16.53,8780.75,87.1218,1.3,85.2826,144.9145,0.3099,81.74,0.01,0.1111,3.3398,266.454,양품
4.9082,-0.0127,33.1688,-5588.0,70.7111,0.0,0.0533,0.046,15.91,475.0,6.3015,15.86,0.9649,1.9783,,8.8836,17.7,3.541,366.0,0.0182,0.8201,15.0918,2739.75,4.3793,0.0,1012.2367,,0.9314,15.61,73.4752,8.7316,4.6336,0.0006,29.991,105.3343,2.884,0.0,19.7445,,9174.2599,86.8182,4.9,84.5987,148.2364,0.2015,79.35,0.0063,0.108,3.3534,259.738,양품
-1.1764,-0.0103,19.4647,-6347.75,61.2111,-2.93,0.0879,0.102,15.76,748.0,4.7149,15.83,1.026,1.8855,,9.1287,12.79,3.265,442.0,-0.0107,0.8145,21.1764,3123.75,7.696,0.0,999.8622,1.59,0.9366,23.56,20.791,14.6891,4.6928,-0.0122,25.754,698.7635,2.856,0.0,27.984,17.55,9202.3801,86.8827,2.4,84.0397,145.97,0.4502,78.52,0.0123,0.1164,4.6676,276.976,양품
-3.1182,-0.013,41.4986,-6335.25,64.6556,-2.93,0.0739,0.102,15.76,594.0,7.4906,15.83,1.026,1.8902,,9.0606,26.2,3.265,346.0,-0.0057,0.8145,23.1182,3129.25,8.5791,0.0,999.8622,0.87,0.9301,26.01,42.0289,17.4227,4.6796,-0.034,28.83,190.8163,2.856,0.0,31.7039,16.23,8838.5099,86.8551,2.4,85.7132,142.8591,0.4025,10.82,0.0123,0.1164,4.6988,267.95,양품
-2.5191,-0.0113,36.404,-5383.25,74.7778,-2.93,0.087,0.074,15.76,412.0,5.7958,15.83,1.026,1.9628,0.0629,8.9833,16.28,3.265,269.0,0.0183,0.8145,22.5191,2794.5,9.0383,0.0,999.8622,0.82,0.9316,23.26,39.8404,13.3464,4.6823,-0.0001,32.094,398.9529,2.856,0.0,32.4481,19.16,8082.57,87.7644,2.2,84.3441,141.4955,0.3099,81.19,0.01,0.1111,3.4781,248.476,양품
-0.9,-0.0085,70.7965,-5475.75,63.4444,-3.166,0.0688,0.179,15.71,400.0,5.391,15.75,1.772,2.0038,,9.1287,17.34,5.904,383.0,-0.0016,0.5482,20.9,2637.5,7.0269,0.0,998.767,0.87,0.9346,15.0,23.8571,15.0655,4.6805,-0.0121,32.024,568.8889,2.378,0.0,27.5479,16.23,8859.8901,86.8827,1.2,84.0397,148.8145,0.4502,78.52,0.008,0.1162,3.4102,,양품
2.23,-0.0085,55.4572,-5333.75,66.4333,-3.543,0.0755,0.103,15.65,93.0,5.353,15.74,1.735,1.9823,,8.7548,16.65,5.675,605.0,-0.006,0.6304,17.77,2605.75,7.5124,0.0,1001.1729,1.36,0.9356,20.2,20.4442,12.9554,4.7218,-0.0168,25.414,129.5964,2.411,0.0,27.4876,12.39,8838.58,86.2183,2.9,84.1975,150.1936,0.2428,8.011,0.0123,0.1164,3.4633,250.402,양품
