log_id,recorded_at,warehouse,zone,temp_main_C,temp_return_C,humidity_pct,door_open_sec,compressor_hz,defrost_min,power_kw,disposal
CL00072,2026-06-02 23:03,A,냉동1,-17.87,-15.14,87.0,10.0,44.5,20.0,3.889,정상
CL00832,2026-06-23 23:45,B,냉동1,-18.48,-15.04,82.4,29.0,47.7,0.0,3.712,정상
CL02263,2026-08-02 02:09,A,냉동1,-18.43,-15.7,82.9,17.0,48.2,0.0,3.542,정상
CL00810,2026-06-23 11:30,C,냉동3,-17.93,-15.46,81.3,32.0,46.8,0.0,3.197,정상
CL00851,2026-06-24 11:19,A,냉동1,-18.61,-14.95,91.9,54.0,50.2,0.0,3.891,정상
CL02537,2026-08-09 23:25,A,냉동1,-19.05,-16.45,84.2,15.0,36.3,0.0,3.04,정상
CL00210,2026-06-07 00:11,C,냉동3,-17.52,-14.49,85.7,17.0,56.5,0.0,4.486,정상
CL02190,2026-07-31 03:47,B,냉동3,-18.63,-15.56,81.3,11.0,45.4,0.0,3.398,정상
CL01211,2026-07-03 19:36,C,냉동2,-17.69,-14.63,84.5,80.0,50.5,0.0,3.735,정상
CL02766,2026-08-16 05:51,A,냉동1,-17.99,-15.1,72.9,10.0,47.6,0.0,3.475,정상
CL00200,2026-06-06 17:30,A,냉동3,-17.95,-15.54,88.5,16.0,44.6,0.0,2.877,정상
CL00733,2026-06-21 05:46,B,냉동3,-18.87,-16.39,85.6,7.0,39.3,20.2,3.638,정상
CL00826,2026-06-23 20:14,B,냉동1,-19.51,-17.36,87.3,13.0,38.0,0.0,2.864,정상
CL00140,2026-06-05 03:00,C,냉동2,-18.88,-16.22,84.1,49.0,42.5,0.0,3.23,정상
CL01929,2026-07-24 09:14,A,냉동3,-17.05,-14.14,83.4,103.0,49.8,0.0,3.84,정상
CL02963,2026-08-21 13:55,A,냉동2,-19.27,-16.76,78.2,17.0,38.4,0.0,3.164,정상
CL02034,2026-07-26 20:37,B,냉동2,-17.85,-14.94,82.1,14.0,53.9,20.7,4.988,정상
CL01802,2026-07-20 22:44,C,냉동1,-17.91,-15.32,85.4,41.0,39.8,0.0,,정상
CL01926,2026-07-24 08:14,A,냉동1,-18.48,-15.27,88.5,48.0,49.0,0.0,3.732,정상
CL00743,2026-06-21 12:55,A,냉동2,-18.72,-15.87,86.4,19.0,39.1,0.0,2.997,정상
CL02782,2026-08-16 14:11,C,냉동3,-16.4,-13.11,86.1,29.0,54.2,0.0,4.13,정상
CL01562,2026-07-13 22:29,B,냉동1,-17.26,-14.46,86.5,17.0,55.5,0.0,4.159,정상
CL02646,2026-08-13 00:26,C,냉동1,-18.98,-16.08,89.4,18.0,42.8,0.0,3.151,정상
CL01884,2026-07-23 03:48,C,냉동1,-18.72,-15.93,85.2,16.0,51.9,0.0,3.826,정상
CL02231,2026-08-01 08:27,A,냉동3,-17.76,-15.14,85.9,21.0,40.6,0.0,3.022,폐기
CL01175,2026-07-02 22:19,A,냉동2,-17.96,-15.29,88.4,38.0,50.1,0.0,3.759,정상
CL00737,2026-06-21 08:24,B,냉동3,-17.41,-14.72,88.0,57.0,51.4,0.0,3.826,정상
CL02719,2026-08-14 19:31,C,냉동1,-18.04,-15.99,91.0,61.0,50.2,0.0,4.026,정상
CL03085,2026-08-25 03:47,C,냉동1,-18.52,-15.98,79.0,22.0,41.3,0.0,3.199,정상
CL01600,2026-07-14 20:23,B,냉동3,-16.32,-14.03,88.2,2.0,56.4,0.0,4.664,정상
CL01290,2026-07-06 08:33,B,냉동1,-17.53,-14.89,83.9,62.0,48.2,0.0,3.587,정상
CL02472,2026-08-08 03:10,B,냉동1,-18.48,-15.79,86.4,4.0,42.5,0.0,3.24,정상
CL02247,2026-08-01 19:37,B,냉동1,-17.9,-15.64,84.2,35.0,41.9,0.0,3.072,정상
CL01725,2026-07-18 15:28,B,냉동1,-15.86,-13.18,91.7,25.0,59.6,0.0,4.646,폐기
CL01791,2026-07-20 14:37,B,냉동1,-18.23,-15.76,88.4,30.0,47.2,16.8,4.511,정상
CL02478,2026-08-08 07:02,A,냉동3,-18.38,-16.19,83.7,16.0,50.7,0.0,3.837,정상
CL03237,2026-08-29 18:26,B,냉동1,-18.76,-16.21,86.3,48.0,40.3,0.0,3.213,정상
CL02512,2026-08-09 05:31,C,냉동2,-18.28,-15.07,82.5,50.0,47.3,15.1,4.161,정상
CL00469,2026-06-13 18:51,B,냉동1,-18.42,-15.55,81.9,21.0,51.1,0.0,4.042,정상
CL01736,2026-07-18 21:47,B,냉동2,-16.72,-14.82,80.1,9.0,52.6,0.0,3.762,폐기
CL02769,2026-08-16 06:52,B,냉동3,-17.08,-14.78,90.2,23.0,50.8,0.0,4.116,정상
CL01873,2026-07-22 19:45,A,냉동3,-17.89,-15.64,80.6,70.0,33.9,0.0,2.719,정상
CL01961,2026-07-25 02:02,B,냉동3,-18.16,-15.6,89.5,11.0,51.6,0.0,3.666,정상
CL02854,2026-08-18 13:43,C,냉동1,-17.59,-14.85,87.4,24.0,47.4,0.0,,정상
CL02745,2026-08-15 16:40,B,냉동3,-17.82,-15.01,87.1,24.0,50.6,0.0,3.866,정상
CL02340,2026-08-04 04:48,A,냉동1,-18.29,-15.63,79.9,19.0,43.4,0.0,3.317,정상
CL02178,2026-07-30 22:09,A,냉동1,-18.48,-15.57,88.2,15.0,46.6,23.3,3.773,정상
CL03364,2026-09-01 23:53,A,냉동2,-17.52,-14.88,88.5,2.0,45.5,0.0,3.667,정상
CL00191,2026-06-06 10:56,A,냉동2,-18.14,-15.35,78.9,19.0,49.1,0.0,4.018,정상
CL02465,2026-08-07 22:19,C,냉동2,-18.55,-15.64,,8.0,50.6,0.0,3.902,정상
CL01123,2026-07-01 17:43,A,냉동1,-17.82,-15.85,84.2,100.0,43.3,0.0,3.343,정상
CL02229,2026-08-01 06:18,A,냉동1,-18.09,-14.69,85.0,8.0,47.5,13.5,4.176,정상
CL02894,2026-08-19 17:25,B,냉동3,-17.41,-15.29,83.7,18.0,46.9,13.4,3.448,정상
CL02052,2026-07-27 10:00,A,냉동3,-17.96,-15.56,78.9,31.0,48.8,0.0,3.715,정상
CL00029,2026-06-01 19:20,C,냉동3,-18.3,-15.66,85.5,80.0,41.3,0.0,3.153,정상
CL03120,2026-08-26 01:25,B,냉동1,-19.22,-17.3,84.9,28.0,37.6,0.0,3.11,정상
CL00964,2026-06-27 13:14,A,냉동2,-18.0,-16.3,80.6,12.0,48.4,0.0,4.301,정상
CL01912,2026-07-23 21:28,B,냉동3,-18.11,-15.1,85.0,10.0,42.0,11.5,,정상
CL03140,2026-08-26 17:44,B,냉동1,-17.77,-15.11,88.7,50.0,43.0,0.0,3.653,정상
CL01450,2026-07-10 16:20,C,냉동2,-17.56,-14.82,87.1,91.0,59.1,0.0,3.99,정상
CL01940,2026-07-24 16:00,B,냉동2,-17.74,-15.23,85.4,9.0,49.3,0.0,3.296,정상
CL00577,2026-06-17 01:07,C,냉동3,-18.51,-15.9,87.9,4.0,42.9,0.0,2.982,정상
CL02160,2026-07-30 09:04,C,냉동2,-18.22,-15.16,82.6,50.0,53.3,0.0,3.89,정상
CL02062,2026-07-27 16:08,A,냉동1,-18.63,-15.21,84.2,50.0,47.7,0.0,3.881,정상
CL00597,2026-06-17 12:17,C,냉동2,-16.06,-13.87,83.9,22.0,55.7,16.5,4.85,정상
CL00505,2026-06-15 02:48,C,냉동1,-19.62,-16.96,85.2,12.0,41.5,0.0,3.294,정상
CL02131,2026-07-29 13:42,B,냉동1,-18.41,-15.7,86.3,56.0,40.2,0.0,3.151,정상
CL02202,2026-07-31 12:22,B,냉동2,-17.79,-15.12,88.2,100.0,50.2,0.0,4.325,정상
CL03370,2026-09-02 04:09,C,냉동1,-17.17,-15.56,93.7,312.0,45.3,0.0,3.269,정상
CL03343,2026-09-01 11:59,C,냉동2,-17.86,-14.88,83.8,29.0,45.9,0.0,3.466,정상
CL00034,2026-06-01 20:52,B,냉동2,-16.84,-14.57,81.8,14.0,55.3,14.6,4.585,정상
CL03271,2026-08-30 16:01,A,냉동2,-18.69,-16.14,85.6,126.0,43.5,0.0,3.433,정상
CL02321,2026-08-03 15:51,A,냉동2,-17.29,-14.7,84.9,33.0,49.9,0.0,4.123,정상
CL02291,2026-08-02 17:46,A,냉동1,-18.04,-15.94,86.1,15.0,48.8,0.0,3.801,정상
CL00939,2026-06-26 21:27,B,냉동1,-18.89,-15.89,80.2,16.0,51.6,0.0,4.046,정상
CL01837,2026-07-21 19:29,A,냉동1,-18.35,-15.97,84.5,18.0,47.6,0.0,3.783,정상
CL01878,2026-07-22 22:55,A,냉동3,-18.1,-15.27,83.9,34.0,52.8,0.0,,정상
CL00264,2026-06-08 12:01,A,냉동3,-18.67,-15.27,81.9,90.0,43.3,0.0,3.548,정상
CL02108,2026-07-28 21:18,A,냉동2,-17.91,-15.21,89.8,2.0,43.5,0.0,3.321,정상
CL00096,2026-06-03 14:08,C,냉동2,-18.02,-15.37,80.3,36.0,45.3,0.0,3.315,정상
CL00377,2026-06-11 10:32,A,냉동1,-18.0,-15.06,86.9,68.0,52.7,0.0,4.126,정상
CL02150,2026-07-30 02:17,A,냉동1,-16.9,-14.28,86.5,10.0,55.7,0.0,3.584,정상
CL03050,2026-08-24 03:09,C,냉동2,-17.63,-15.02,79.6,14.0,52.3,0.0,4.326,정상
CL01841,2026-07-21 22:08,B,냉동3,-17.33,-15.28,85.4,10.0,49.9,0.0,4.355,정상
CL02890,2026-08-19 14:43,B,냉동1,-18.38,-15.65,79.2,26.0,49.1,0.0,4.099,정상
CL01468,2026-07-11 02:04,C,냉동3,-17.89,-15.21,80.9,8.0,52.3,0.0,4.142,정상
CL00916,2026-06-26 05:47,C,냉동3,-18.66,-15.52,87.7,27.0,48.2,0.0,4.062,정상
CL02510,2026-08-09 04:11,A,냉동2,-18.28,-15.39,82.8,2.0,36.0,0.0,2.355,정상
CL00545,2026-06-16 06:39,C,냉동1,-17.98,-15.19,80.7,2.0,48.3,0.0,3.874,정상
CL02378,2026-08-05 10:28,A,냉동3,-19.1,-15.94,91.5,70.0,46.0,0.0,3.253,정상
CL03360,2026-09-01 20:56,B,냉동1,-18.27,-15.98,83.9,6.0,48.6,0.0,3.679,정상
CL03240,2026-08-29 20:29,B,냉동2,-18.3,-16.06,,42.0,49.9,0.0,3.588,정상
CL03225,2026-08-29 07:12,A,냉동1,-18.92,-15.98,73.2,12.0,43.2,0.0,3.385,정상
CL02801,2026-08-17 02:45,A,냉동3,-17.65,-14.84,82.6,12.0,55.3,0.0,4.313,정상
CL01347,2026-07-07 18:32,C,냉동3,-17.61,-15.74,87.5,37.0,47.0,0.0,3.816,정상
CL00487,2026-06-14 11:33,C,냉동2,-17.28,-13.66,85.8,172.0,47.5,0.0,3.987,정상
CL00082,2026-06-03 06:48,C,냉동2,-18.04,-15.77,78.2,16.0,48.6,0.0,3.877,정상
CL01757,2026-07-19 17:57,B,냉동3,-17.93,-14.68,85.3,85.0,45.3,0.0,3.348,정상
CL02075,2026-07-28 00:34,A,냉동2,-16.28,-12.94,84.4,0.0,57.0,0.0,4.353,정상
CL01049,2026-06-29 18:42,B,냉동2,-17.57,-15.11,82.3,17.0,52.5,0.0,3.833,정상
CL01646,2026-07-16 09:48,B,냉동1,-15.66,-13.11,81.6,20.0,56.8,0.0,3.928,폐기
CL03086,2026-08-25 03:54,B,냉동2,-17.83,-15.77,93.4,8.0,53.7,0.0,4.27,정상
CL01447,2026-07-10 14:13,C,냉동1,-17.58,-14.77,84.3,35.0,45.1,0.0,3.427,정상
CL01109,2026-07-01 07:16,B,냉동1,-18.13,-15.63,83.1,41.0,51.2,0.0,3.825,정상
CL03115,2026-08-25 21:32,B,냉동2,-18.5,-15.55,79.6,57.0,48.0,0.0,3.789,정상
CL01012,2026-06-28 18:35,C,냉동2,-18.62,-16.02,82.6,24.0,39.7,22.7,3.587,정상
CL00340,2026-06-10 13:25,A,냉동1,-18.79,-16.23,91.7,46.0,46.5,0.0,3.504,정상
CL01637,2026-07-16 00:08,B,냉동1,-15.63,-13.59,85.8,11.0,61.1,0.0,,폐기
CL00590,2026-06-17 07:01,C,냉동3,-18.38,-15.61,86.9,14.0,44.1,0.0,3.628,정상
CL01671,2026-07-17 04:27,B,냉동1,-15.22,-12.89,88.4,3.0,60.1,0.0,4.566,정상
CL02433,2026-08-06 21:32,A,냉동2,-17.78,-14.6,82.1,19.0,49.9,0.0,3.876,정상
CL02249,2026-08-01 20:55,C,냉동2,-18.86,-16.48,85.9,6.0,48.8,0.0,3.453,정상
CL01204,2026-07-03 16:11,C,냉동1,-18.09,-14.6,81.2,33.0,38.4,0.0,2.941,정상
CL00648,2026-06-18 21:15,C,냉동1,-17.61,-15.04,80.5,21.0,51.3,0.0,4.073,정상
CL02832,2026-08-17 23:57,A,냉동3,-18.49,-15.46,84.2,8.0,42.7,18.9,3.696,정상
CL00814,2026-06-23 12:57,B,냉동1,-16.93,-14.36,88.0,22.0,49.0,0.0,3.787,정상
CL00248,2026-06-08 06:05,A,냉동3,-18.3,-16.19,84.0,9.0,41.8,0.0,3.02,정상
CL00149,2026-06-05 07:04,A,냉동2,-18.64,-16.35,74.8,15.0,33.8,0.0,2.727,정상
CL02012,2026-07-26 12:11,A,냉동2,-17.6,-15.56,85.0,14.0,44.5,0.0,3.553,정상
CL02582,2026-08-11 06:15,A,냉동1,-17.84,-15.51,,4.0,50.0,0.0,4.258,정상
CL00911,2026-06-26 03:57,B,냉동1,-18.34,-14.78,78.1,14.0,45.5,0.0,3.65,정상
CL00529,2026-06-15 16:48,A,냉동3,-18.35,-15.78,84.4,123.0,43.1,0.0,2.788,정상
CL01305,2026-07-06 18:53,B,냉동3,-18.1,-15.45,79.1,60.0,41.3,0.0,3.128,정상
CL02562,2026-08-10 17:52,B,냉동2,-17.24,-14.83,86.1,138.0,54.7,23.4,4.814,정상
CL02074,2026-07-28 00:26,B,냉동3,-17.42,-14.6,86.9,11.0,55.5,0.0,4.158,정상
CL02833,2026-08-18 00:27,C,냉동1,-18.23,-15.54,87.6,15.0,53.1,0.0,3.874,정상
CL03314,2026-08-31 16:31,B,냉동1,-18.4,-15.54,81.4,90.0,45.9,0.0,3.778,정상
CL01738,2026-07-18 23:30,A,냉동3,-17.6,-14.94,90.3,36.0,58.5,22.9,5.465,정상
CL01968,2026-07-25 06:11,A,냉동1,-18.8,-16.4,82.2,27.0,35.7,0.0,2.868,정상
CL03290,2026-08-31 03:18,C,냉동1,-18.06,-14.96,81.5,5.0,43.6,26.0,4.151,정상
CL01017,2026-06-28 22:52,B,냉동1,-18.99,-16.12,90.9,4.0,43.3,0.0,3.294,정상
CL00411,2026-06-12 03:55,C,냉동2,-18.44,-15.86,82.8,31.0,46.1,0.0,4.017,정상
CL02015,2026-07-26 12:55,A,냉동1,-17.62,-15.25,86.0,120.0,48.2,0.0,3.342,정상
CL01391,2026-07-09 03:59,A,냉동2,-17.57,-15.1,82.9,1.0,47.9,12.6,3.264,정상
CL00311,2026-06-09 16:20,A,냉동2,-18.83,-16.28,87.9,86.0,39.0,0.0,2.762,정상
CL02500,2026-08-08 21:04,B,냉동3,-18.41,-15.98,78.6,9.0,42.9,0.0,3.498,정상
CL02830,2026-08-17 23:12,B,냉동3,-17.5,-15.3,87.5,15.0,53.1,0.0,3.761,정상
CL00355,2026-06-10 21:35,A,냉동1,-17.93,-15.59,83.7,16.0,47.0,0.0,3.899,정상
CL00681,2026-06-19 17:47,A,냉동2,-16.52,-13.74,85.3,27.0,49.9,0.0,3.649,정상
CL03261,2026-08-30 10:57,B,냉동1,-16.54,-13.06,78.3,22.0,49.4,14.1,4.64,폐기
CL00476,2026-06-14 01:47,A,냉동3,-18.41,-15.34,80.6,14.0,45.5,0.0,3.681,정상
CL01855,2026-07-22 09:36,C,냉동3,-18.06,-15.05,84.8,101.0,49.1,0.0,3.714,정상
CL02307,2026-08-03 07:28,B,냉동1,-19.06,-16.55,84.5,10.0,33.4,12.0,2.728,정상
CL02165,2026-07-30 12:35,C,냉동2,-18.44,-15.33,81.9,68.0,45.4,0.0,3.748,정상
CL00599,2026-06-17 13:29,A,냉동2,-18.66,-16.04,84.9,89.0,42.9,0.0,3.502,정상
CL02065,2026-07-27 17:35,C,냉동2,-17.08,-14.0,94.7,55.0,51.6,0.0,4.102,정상
CL02638,2026-08-12 19:07,B,냉동1,-17.17,-14.83,83.2,25.0,55.3,0.0,3.66,정상
CL00049,2026-06-02 08:28,A,냉동3,-18.71,-15.95,89.7,42.0,33.7,0.0,2.763,정상
CL02073,2026-07-27 23:35,B,냉동2,-18.82,-16.49,83.7,19.0,47.3,0.0,3.523,정상
CL03253,2026-08-30 04:15,B,냉동2,-16.4,-15.24,84.1,452.0,53.3,0.0,4.051,폐기
CL02573,2026-08-11 01:34,A,냉동1,-17.23,-14.64,83.9,12.0,47.6,0.0,3.401,정상
CL02807,2026-08-17 06:03,C,냉동1,-18.22,-15.93,79.7,18.0,48.7,0.0,3.517,정상
CL00984,2026-06-28 04:55,B,냉동3,-17.72,-14.58,,3.0,50.5,0.0,3.853,정상
CL02838,2026-08-18 04:01,B,냉동3,-18.8,-15.91,83.7,28.0,41.5,23.9,3.783,정상
CL02449,2026-08-07 09:54,A,냉동2,-19.04,-15.76,90.2,57.0,44.3,0.0,3.55,정상
CL03295,2026-08-31 06:05,C,냉동1,-18.34,-15.67,85.9,25.0,33.1,0.0,3.076,정상
CL00651,2026-06-18 22:37,B,냉동2,-17.52,-15.47,,367.0,45.2,0.0,3.34,정상
CL02641,2026-08-12 21:33,A,냉동1,-17.69,-15.18,84.1,13.0,53.4,0.0,4.13,정상
CL00669,2026-06-19 11:51,A,냉동1,-18.04,-15.47,87.1,43.0,49.8,0.0,3.455,정상
CL02541,2026-08-10 02:15,B,냉동1,-17.4,-14.49,83.1,11.0,53.2,14.7,4.216,정상
CL02431,2026-08-06 20:35,B,냉동1,-17.93,-14.91,86.0,4.0,39.5,0.0,3.059,정상
CL00965,2026-06-27 13:58,B,냉동2,-18.07,-15.12,85.1,17.0,47.4,0.0,3.556,정상
CL00729,2026-06-21 02:49,B,냉동2,-17.96,-15.26,91.2,7.0,47.4,0.0,3.922,정상
CL01783,2026-07-20 11:59,B,냉동3,-17.2,-13.99,84.6,166.0,50.9,0.0,4.162,정상
CL02054,2026-07-27 11:44,A,냉동2,-17.7,-15.41,83.4,42.0,50.0,0.0,3.691,정상
CL00710,2026-06-20 14:27,C,냉동1,-18.19,-16.23,90.6,34.0,50.4,0.0,3.61,정상
CL00535,2026-06-15 20:51,C,냉동2,-18.76,-16.76,81.9,14.0,42.6,0.0,3.716,정상
CL00394,2026-06-11 19:40,B,냉동2,-18.23,-15.37,81.5,43.0,46.0,0.0,3.723,정상
CL01139,2026-07-02 02:58,C,냉동1,-17.55,-15.19,83.7,14.0,50.3,0.0,4.223,정상
CL00830,2026-06-23 22:52,A,냉동2,-17.6,-15.45,83.1,346.0,38.2,0.0,2.998,정상
CL03398,2026-09-02 21:07,B,냉동2,-18.06,-14.55,80.9,26.0,46.2,0.0,3.616,정상
CL02725,2026-08-15 01:48,B,냉동1,-18.22,-15.95,,4.0,42.7,0.0,3.288,정상
CL02610,2026-08-11 23:01,B,냉동1,-17.84,-14.99,88.6,27.0,49.6,18.6,4.063,정상
CL01744,2026-07-19 06:00,B,냉동2,-17.15,-13.86,81.5,19.0,48.0,0.0,3.456,정상
CL01570,2026-07-14 02:45,B,냉동1,-16.47,-13.46,88.7,12.0,54.1,0.0,4.109,정상
CL00337,2026-06-10 10:44,A,냉동1,-17.78,-14.62,91.8,163.0,52.1,16.0,4.036,정상
CL00328,2026-06-10 03:46,A,냉동1,-18.62,-15.97,86.9,5.0,45.7,0.0,3.107,정상
CL00013,2026-06-01 06:12,C,냉동1,-17.83,-15.31,86.0,3.0,45.2,0.0,3.907,정상
CL02603,2026-08-11 20:59,A,냉동1,-17.98,-15.9,84.8,9.0,50.1,0.0,3.904,정상
CL01860,2026-07-22 11:32,A,냉동3,-18.29,-15.46,89.2,72.0,46.2,0.0,3.901,정상
CL01015,2026-06-28 20:33,B,냉동3,-18.01,-14.87,79.5,48.0,43.2,0.0,3.23,정상
CL00120,2026-06-04 09:03,B,냉동2,-18.11,-14.77,83.7,87.0,38.9,0.0,2.998,정상
CL02306,2026-08-03 06:56,A,냉동2,-17.73,-15.44,79.7,6.0,46.0,0.0,3.596,정상
CL03111,2026-08-25 18:58,B,냉동1,-18.5,-15.91,95.0,129.0,46.5,0.0,3.796,정상
CL01461,2026-07-10 22:10,C,냉동1,-18.52,-15.59,90.4,3.0,41.3,0.0,2.774,정상
CL02105,2026-07-28 17:58,B,냉동1,-18.28,-15.78,81.8,80.0,45.5,0.0,3.326,정상
CL02570,2026-08-10 22:10,C,냉동1,-17.13,-14.36,84.2,11.0,54.5,0.0,4.38,정상
CL00144,2026-06-05 04:03,A,냉동2,-18.38,-15.9,88.8,29.0,46.2,0.0,3.913,정상
CL00550,2026-06-16 09:35,A,냉동2,-18.12,-15.65,89.2,97.0,46.9,18.6,3.816,정상
CL02527,2026-08-09 15:56,B,냉동2,-19.48,-16.23,92.4,33.0,47.6,0.0,3.687,정상
CL00573,2026-06-16 22:45,C,냉동2,-17.95,-15.49,88.4,1.0,37.3,0.0,2.858,정상
CL00915,2026-06-26 05:36,A,냉동1,-19.09,-16.23,90.5,33.0,41.0,0.0,3.103,정상
CL02561,2026-08-10 16:07,A,냉동2,-18.64,-16.36,83.5,48.0,45.6,0.0,3.295,정상
CL01969,2026-07-25 06:46,B,냉동3,-18.75,-16.42,86.0,6.0,42.3,0.0,2.87,정상
CL02677,2026-08-13 20:07,A,냉동3,-17.59,-14.52,75.8,29.0,46.6,0.0,3.713,정상
CL01833,2026-07-21 16:54,A,냉동1,-18.33,-15.42,83.3,26.0,50.0,0.0,3.746,정상
CL00593,2026-06-17 09:06,C,냉동2,-18.33,-16.06,87.0,35.0,41.7,0.0,3.445,정상
CL01238,2026-07-04 14:27,C,냉동1,-17.09,-14.17,84.2,42.0,51.5,14.0,4.509,정상
CL02170,2026-07-30 16:51,B,냉동1,-17.23,-14.26,87.3,16.0,54.1,0.0,4.144,정상
CL01527,2026-07-12 22:37,A,냉동1,-18.47,-15.74,85.8,1.0,42.7,0.0,3.518,정상
CL00656,2026-06-19 02:38,C,냉동1,-17.13,-15.11,95.2,360.0,51.8,0.0,4.063,정상
CL01477,2026-07-11 08:25,B,냉동3,-17.39,-14.06,79.3,72.0,53.4,0.0,4.528,정상
CL00403,2026-06-12 00:15,B,냉동2,-18.75,-16.29,85.3,18.0,42.8,0.0,3.179,정상
CL00587,2026-06-17 06:05,B,냉동1,-17.51,-14.72,84.0,9.0,48.2,0.0,3.57,정상
CL01421,2026-07-09 22:22,B,냉동3,-17.76,-15.22,92.4,4.0,50.1,0.0,3.888,정상
CL01687,2026-07-17 15:44,A,냉동1,-18.48,-15.39,77.3,39.0,44.0,0.0,3.02,정상
CL00373,2026-06-11 08:00,B,냉동2,-18.35,-15.42,80.3,28.0,45.9,0.0,3.418,정상
CL03154,2026-08-27 02:01,B,냉동1,-17.77,-14.9,85.3,16.0,48.6,0.0,3.675,정상
CL02380,2026-08-05 11:56,A,냉동3,-17.5,-15.2,89.5,79.0,49.3,0.0,4.179,정상
CL00883,2026-06-25 12:57,A,냉동1,-17.38,-14.96,89.1,52.0,41.1,15.6,3.758,정상
CL00720,2026-06-20 20:35,A,냉동3,-18.62,-15.78,84.2,18.0,55.8,0.0,4.859,정상
CL00070,2026-06-02 21:48,B,냉동2,-18.97,-16.6,86.9,2.0,39.4,0.0,3.002,정상
CL00014,2026-06-01 07:02,C,냉동1,-18.04,-15.41,88.0,14.0,48.8,23.6,4.648,정상
CL00534,2026-06-15 19:51,C,냉동1,-17.92,-14.92,89.2,25.0,50.4,11.0,3.914,정상
CL00007,2026-06-01 03:15,A,냉동3,-17.78,-15.0,89.1,5.0,51.8,0.0,3.883,정상
CL01965,2026-07-25 05:08,A,냉동1,-18.96,-16.08,82.6,40.0,42.2,0.0,3.525,정상
CL00518,2026-06-15 08:04,C,냉동3,-17.59,-14.96,80.7,9.0,48.2,0.0,3.853,정상
CL00632,2026-06-18 09:37,A,냉동2,-17.86,-14.5,86.8,66.0,50.6,23.8,4.524,정상
CL01189,2026-07-03 05:21,A,냉동2,-18.61,-16.11,81.7,4.0,52.3,0.0,4.075,정상
CL02673,2026-08-13 17:06,A,냉동1,-17.98,-15.12,84.0,32.0,48.3,0.0,3.654,정상
CL02274,2026-08-02 07:48,C,냉동3,-18.04,-16.05,85.2,3.0,47.0,0.0,3.533,정상
CL00133,2026-06-04 21:36,B,냉동3,-17.68,-14.8,93.1,2.0,47.2,0.0,3.333,정상
CL02696,2026-08-14 06:33,A,냉동2,-16.88,-14.41,85.0,15.0,49.5,0.0,3.805,정상
CL02288,2026-08-02 14:04,A,냉동3,-17.48,-15.22,88.8,65.0,48.1,0.0,3.672,정상
CL02040,2026-07-26 22:52,C,냉동1,-17.12,-14.69,93.1,2.0,53.7,0.0,3.78,정상
CL01561,2026-07-13 22:25,A,냉동2,-18.84,-16.33,82.2,11.0,44.2,0.0,3.205,정상
CL02623,2026-08-12 08:21,C,냉동1,-17.47,-14.24,87.9,143.0,46.4,0.0,3.715,정상
CL02571,2026-08-10 23:27,A,냉동2,-18.7,-16.52,81.6,3.0,44.5,0.0,3.756,정상
CL00299,2026-06-09 07:45,B,냉동1,-18.43,-16.04,88.0,23.0,44.0,0.0,2.913,정상
CL03160,2026-08-27 04:08,C,냉동2,-17.89,-15.05,84.6,3.0,50.5,11.2,4.558,정상
CL00385,2026-06-11 14:28,A,냉동1,-17.66,-14.86,80.9,105.0,55.1,0.0,4.142,정상
CL03226,2026-08-29 07:56,A,냉동1,-18.9,-16.46,86.8,7.0,39.8,0.0,3.004,정상
CL01307,2026-07-06 21:15,C,냉동1,-17.61,-14.01,80.2,7.0,50.8,0.0,3.968,정상
CL02558,2026-08-10 14:06,C,냉동2,-17.33,-14.28,84.0,17.0,48.9,0.0,,정상
CL02504,2026-08-08 23:47,C,냉동1,-18.7,-15.85,82.5,5.0,41.4,0.0,3.44,정상
CL00489,2026-06-14 14:21,C,냉동2,-18.03,-15.17,84.2,108.0,42.5,0.0,3.458,정상
CL02102,2026-07-28 15:54,A,냉동1,-18.17,-15.71,85.1,26.0,45.3,0.0,3.811,정상
CL02787,2026-08-16 16:08,A,냉동1,-17.7,-15.31,80.3,2.0,53.7,0.0,3.942,정상
CL00987,2026-06-28 07:02,A,냉동2,-19.24,-16.65,78.5,9.0,43.3,0.0,3.519,정상
CL01091,2026-06-30 20:35,B,냉동2,-19.11,-16.77,74.5,19.0,44.4,0.0,3.273,정상
CL02347,2026-08-04 10:16,B,냉동1,-16.97,-13.99,86.0,39.0,54.9,0.0,4.558,정상
CL01931,2026-07-24 10:01,C,냉동1,-17.92,-14.69,86.9,74.0,42.6,0.0,3.307,정상
CL02884,2026-08-19 09:23,A,냉동3,-18.28,-15.5,81.8,67.0,43.4,0.0,3.433,정상
CL01591,2026-07-14 13:58,A,냉동1,-18.04,-14.93,80.0,70.0,47.9,13.3,,정상
CL02516,2026-08-09 07:32,B,냉동1,-18.45,-15.58,78.1,2.0,38.3,0.0,3.103,정상
CL00840,2026-06-24 04:21,B,냉동2,-18.03,-15.13,91.9,12.0,50.4,0.0,3.815,정상
CL01761,2026-07-19 20:48,A,냉동1,-17.38,-14.52,87.2,13.0,51.0,0.0,4.33,정상
CL00623,2026-06-18 05:21,C,냉동2,-17.9,-15.72,87.7,18.0,43.1,0.0,3.048,정상
CL00565,2026-06-16 18:12,C,냉동2,-18.69,-16.26,87.9,96.0,44.8,0.0,3.366,정상
