lot_id,produced_at,plant_code,line_id,shift,product,fill_error,cap_torque,seal_temp,line_speed,ambient_temp,ambient_humidity,result
L02535,2026-05-19 15:36,P-SEOUL-01,F-1,오후,1L,-0.13,2.08,181.6,425,19.9,50.9,합격
L02536,2026-05-19 16:03,P-SEOUL-01,F-1,오후,500mL,0.06,1.99,182.3,401,22.0,50.0,합격
L02537,2026-05-19 16:12,P-SEOUL-01,F-1,오후,1L,0.64,2.15,178.9,385,17.4,52.3,합격
L02538,2026-05-19 16:14,P-SEOUL-01,F-1,오후,500mL,-0.68,2.26,181.6,376,25.1,47.8,합격
L02539,2026-05-19 18:09,P-SEOUL-01,F-2,오후,500mL,0.54,2.16,180.8,395,20.2,70.9,합격
L02540,2026-05-19 19:13,P-SEOUL-01,F-2,오후,500mL,0.21,2.13,178.8,419,25.5,60.0,합격
L02541,2026-05-19 19:27,P-SEOUL-01,F-3,오후,500mL,0.93,2.11,176.6,402,23.5,41.2,합격
L02542,2026-05-19 19:44,P-SEOUL-01,F-1,오후,1L,-0.37,2.12,179.4,399,24.0,50.1,합격
L02543,2026-05-19 19:50,P-SEOUL-01,F-2,오후,500mL,2.03,2.18,178.7,389,20.5,47.8,합격
L02544,2026-05-19 19:51,P-SEOUL-01,F-1,오후,500mL,-0.36,2.28,181.8,399,22.6,36.3,합격
L02545,2026-05-19 21:35,P-SEOUL-01,F-1,오후,500mL,0.83,2.29,178.7,382,23.9,57.0,합격
L02546,2026-05-19 22:32,P-SEOUL-01,F-3,야간,500mL,0.09,2.0,180.2,388,27.0,66.9,합격
L02547,2026-05-19 23:14,P-SEOUL-01,F-2,야간,500mL,-1.05,1.74,185.1,406,19.0,49.6,합격
L02548,2026-05-19 23:33,P-SEOUL-01,F-2,야간,500mL,0.06,2.08,179.6,393,26.8,61.4,합격
L02549,2026-05-20 00:41,P-SEOUL-01,F-2,야간,1L,0.53,1.99,174.8,404,25.0,46.7,합격
L02550,2026-05-20 00:52,P-SEOUL-01,F-1,야간,500mL,-0.4,1.97,175.4,408,29.3,63.7,합격
L02551,2026-05-20 02:01,P-SEOUL-01,F-2,야간,500mL,0.78,2.11,177.4,387,25.2,59.0,합격
L02552,2026-05-20 02:38,P-SEOUL-01,F-3,야간,500mL,0.5,1.71,179.9,390,25.0,56.1,합격
L02553,2026-05-20 02:42,P-SEOUL-01,F-1,야간,500mL,-0.75,2.47,182.5,414,25.1,52.7,합격
L02554,2026-05-20 04:03,P-SEOUL-01,F-1,야간,1L,-0.33,1.9,179.6,401,22.2,63.2,합격
L02555,2026-05-20 05:15,P-SEOUL-01,F-1,야간,2L,1.3,2.0,177.2,367,24.0,45.1,합격
L02556,2026-05-20 05:20,P-SEOUL-01,F-2,야간,500mL,0.86,1.93,178.7,389,26.2,48.0,합격
L02557,2026-05-20 06:09,P-SEOUL-01,F-3,주간,1L,0.48,2.1,180.9,398,20.3,48.1,합격
L02558,2026-05-20 07:52,P-SEOUL-01,F-1,주간,500mL,-0.43,2.19,178.0,392,28.1,49.0,합격
L02559,2026-05-20 08:10,P-SEOUL-01,F-1,주간,1L,0.43,2.03,176.7,415,22.2,51.1,합격
L02560,2026-05-20 08:25,P-SEOUL-01,F-1,주간,500mL,-1.49,2.02,177.4,416,20.3,45.4,합격
L02561,2026-05-20 08:31,P-SEOUL-01,F-3,주간,500mL,0.36,1.4,180.8,405,24.0,49.1,재검
L02562,2026-05-20 08:52,P-SEOUL-01,F-2,주간,1L,-0.13,1.99,178.3,399,25.0,53.4,합격
L02563,2026-05-20 08:55,P-SEOUL-01,F-1,주간,2L,-0.31,2.1,183.0,395,20.5,55.6,합격
L02564,2026-05-20 09:07,P-SEOUL-01,F-2,주간,1L,0.36,2.12,181.7,405,17.2,43.9,합격
L02565,2026-05-20 10:00,P-SEOUL-01,F-2,주간,500mL,0.3,2.14,180.9,393,25.3,51.4,합격
L02566,2026-05-20 10:11,P-SEOUL-01,F-1,주간,1L,0.77,2.12,179.7,404,26.9,55.2,합격
L02567,2026-05-20 10:12,P-SEOUL-01,F-2,주간,1L,-0.51,2.09,179.1,414,26.6,52.0,합격
L02568,2026-05-20 10:55,P-SEOUL-01,F-2,주간,2L,1.28,2.02,177.4,400,25.5,59.3,합격
L02569,2026-05-20 11:04,P-SEOUL-01,F-2,주간,2L,-1.56,2.08,179.4,405,19.1,54.9,합격
L02570,2026-05-20 11:24,P-SEOUL-01,F-2,주간,2L,-0.5,1.95,181.9,405,26.9,42.3,합격
L02571,2026-05-20 11:34,P-SEOUL-01,F-3,주간,1L,1.22,2.08,177.3,384,27.4,48.3,합격
L02572,2026-05-20 11:45,P-SEOUL-01,F-2,주간,500mL,1.07,2.07,185.1,389,27.3,65.1,합격
L02573,2026-05-20 12:54,P-SEOUL-01,F-1,주간,1L,0.28,2.08,181.7,422,27.5,69.6,합격
L02574,2026-05-20 13:08,P-SEOUL-01,F-3,주간,1L,-0.46,1.95,181.3,393,14.9,48.3,합격
L02575,2026-05-20 13:20,P-SEOUL-01,F-3,주간,500mL,-0.76,1.92,180.8,414,31.1,55.7,합격
L02576,2026-05-20 14:07,P-SEOUL-01,F-3,오후,500mL,-0.57,2.24,181.9,421,29.9,56.8,합격
L02577,2026-05-20 14:37,P-SEOUL-01,F-1,오후,500mL,-1.03,2.13,179.3,395,27.4,66.2,합격
L02578,2026-05-20 15:52,P-SEOUL-01,F-1,오후,1L,-0.03,1.93,176.2,396,26.0,47.2,합격
L02579,2026-05-20 16:02,P-SEOUL-01,F-2,오후,1L,0.55,2.06,176.2,409,22.6,58.5,합격
L02580,2026-05-20 16:15,P-SEOUL-01,F-2,오후,1L,0.3,1.93,180.9,395,19.2,47.9,합격
L02581,2026-05-20 17:19,P-SEOUL-01,F-2,오후,500mL,-0.3,1.89,177.1,400,25.2,48.0,합격
L02582,2026-05-20 17:23,P-SEOUL-01,F-1,오후,1L,-0.07,2.06,178.8,410,26.5,51.0,합격
L02583,2026-05-20 17:28,P-SEOUL-01,F-2,오후,1L,-1.15,2.17,179.4,401,25.5,60.3,합격
L02584,2026-05-20 18:18,P-SEOUL-01,F-2,오후,500mL,0.2,2.12,181.6,434,28.2,52.7,합격
L02585,2026-05-20 19:21,P-SEOUL-01,F-3,오후,2L,-0.46,2.08,177.4,397,22.1,44.3,합격
L02586,2026-05-20 19:22,P-SEOUL-01,F-2,오후,1L,-1.63,2.05,182.2,390,24.2,45.5,합격
L02587,2026-05-20 19:46,P-SEOUL-01,F-3,오후,500mL,0.85,1.98,180.9,396,22.7,52.4,합격
L02588,2026-05-20 20:01,P-SEOUL-01,F-2,오후,2L,-0.22,2.06,178.2,397,26.7,45.8,합격
L02589,2026-05-20 20:37,P-SEOUL-01,F-3,오후,2L,1.27,2.22,181.3,417,26.1,59.8,합격
L02590,2026-05-20 21:52,P-SEOUL-01,F-1,오후,500mL,1.02,2.19,178.0,393,23.7,53.2,합격
L02591,2026-05-20 22:13,P-SEOUL-01,F-2,야간,500mL,0.83,1.95,177.3,385,23.9,60.3,합격
L02592,2026-05-20 23:25,P-SEOUL-01,F-3,야간,1L,-0.44,2.13,182.4,410,28.3,55.3,합격
L02593,2026-05-20 23:26,P-SEOUL-01,F-1,야간,500mL,1.39,2.27,180.6,368,26.5,49.3,합격
L02594,2026-05-21 01:40,P-SEOUL-01,F-2,야간,1L,0.17,2.02,182.5,384,22.8,50.1,합격
L02595,2026-05-21 01:47,P-SEOUL-01,F-1,야간,500mL,-1.06,2.02,181.8,393,19.0,53.8,합격
L02596,2026-05-21 02:01,P-SEOUL-01,F-2,야간,500mL,-0.39,2.19,182.5,396,24.3,41.4,합격
L02597,2026-05-21 02:28,P-SEOUL-01,F-3,야간,500mL,0.49,2.05,183.0,434,22.2,49.1,합격
L02598,2026-05-21 03:29,P-SEOUL-01,F-1,야간,1L,0.72,2.14,176.1,401,21.7,47.5,합격
L02599,2026-05-21 04:08,P-SEOUL-01,F-2,야간,500mL,0.62,2.03,181.9,391,24.2,68.1,합격
L02600,2026-05-21 04:47,P-SEOUL-01,F-3,야간,2L,0.16,2.24,181.4,390,23.7,53.3,합격
L02601,2026-05-21 05:01,P-SEOUL-01,F-2,야간,1L,-0.06,2.02,179.4,402,24.0,51.2,합격
L02602,2026-05-21 05:03,P-SEOUL-01,F-2,야간,500mL,0.44,2.02,181.3,425,24.5,35.6,합격
L02603,2026-05-21 05:38,P-SEOUL-01,F-1,야간,1L,1.5,1.99,181.4,393,25.4,58.6,합격
L02604,2026-05-21 06:14,P-SEOUL-01,F-1,주간,1L,0.6,2.2,178.7,419,22.5,45.7,합격
L02605,2026-05-21 06:42,P-SEOUL-01,F-1,주간,500mL,-0.9,1.97,182.0,391,27.6,44.5,합격
L02606,2026-05-21 06:51,P-SEOUL-01,F-2,주간,500mL,0.79,2.17,178.9,392,24.1,49.9,합격
L02607,2026-05-21 06:52,P-SEOUL-01,F-1,주간,1L,-0.86,2.11,182.9,402,18.6,65.4,합격
L02608,2026-05-21 07:00,P-SEOUL-01,F-2,주간,500mL,0.65,2.11,180.4,403,26.5,47.1,합격
L02609,2026-05-21 07:32,P-SEOUL-01,F-3,주간,500mL,-0.73,,183.8,392,23.1,45.2,합격
L02610,2026-05-21 07:39,P-SEOUL-01,F-2,주간,500mL,0.94,2.1,180.2,376,17.9,51.5,합격
L02611,2026-05-21 08:07,P-SEOUL-01,F-2,주간,1L,-0.3,1.84,180.7,397,22.8,47.9,합격
L02612,2026-05-21 08:17,P-SEOUL-01,F-2,주간,500mL,-0.89,2.18,181.7,403,27.8,54.2,합격
L02613,2026-05-21 08:21,P-SEOUL-01,F-1,주간,1L,0.97,2.16,181.9,399,19.9,59.9,합격
L02614,2026-05-21 08:48,P-SEOUL-01,F-1,주간,500mL,-0.3,2.02,177.3,387,15.4,56.1,합격
L02615,2026-05-21 08:49,P-SEOUL-01,F-1,주간,500mL,-0.26,2.11,179.1,385,24.1,46.3,합격
L02616,2026-05-21 09:19,P-SEOUL-01,F-3,주간,500mL,0.96,1.97,182.3,409,21.9,47.0,재검
L02617,2026-05-21 09:20,P-SEOUL-01,F-1,주간,500mL,0.85,2.02,180.8,413,21.7,53.9,합격
L02618,2026-05-21 10:02,P-SEOUL-01,F-3,주간,500mL,-0.78,2.08,179.8,418,23.5,59.3,합격
L02619,2026-05-21 10:44,P-SEOUL-01,F-3,주간,1L,-1.54,1.99,176.9,383,23.7,47.3,합격
L02620,2026-05-21 10:58,P-SEOUL-01,F-1,주간,500mL,-1.18,2.1,181.4,408,23.0,53.5,합격
L02621,2026-05-21 11:00,P-SEOUL-01,F-3,주간,500mL,0.26,1.94,181.7,401,20.2,45.8,합격
L02622,2026-05-21 13:42,P-SEOUL-01,F-3,주간,1L,1.67,2.03,178.2,398,30.3,41.6,합격
L02623,2026-05-21 13:43,P-SEOUL-01,F-1,주간,500mL,-1.26,2.2,178.1,400,24.3,60.3,합격
L02624,2026-05-21 14:06,P-SEOUL-01,F-2,오후,500mL,0.34,2.08,178.0,395,19.6,52.3,합격
L02625,2026-05-21 14:07,P-SEOUL-01,F-2,오후,500mL,-0.98,1.98,182.0,394,24.9,40.9,합격
L02626,2026-05-21 14:09,P-SEOUL-01,F-1,오후,1L,-0.49,2.02,181.6,384,24.4,42.5,합격
L02627,2026-05-21 16:08,P-SEOUL-01,F-3,오후,500mL,1.91,2.17,181.4,380,28.5,60.5,합격
L02628,2026-05-21 16:28,P-SEOUL-01,F-2,오후,500mL,0.89,1.99,179.9,412,27.8,58.7,합격
L02629,2026-05-21 16:37,P-SEOUL-01,F-2,오후,2L,0.69,2.22,177.9,400,28.6,53.9,합격
L02630,2026-05-21 16:40,P-SEOUL-01,F-2,오후,500mL,-0.15,1.98,180.7,402,24.9,61.6,합격
L02631,2026-05-21 16:44,P-SEOUL-01,F-1,오후,500mL,0.47,2.01,179.9,397,24.2,52.0,합격
L02632,2026-05-21 17:54,P-SEOUL-01,F-1,오후,1L,1.99,2.24,179.3,407,30.2,52.0,합격
L02633,2026-05-21 18:24,P-SEOUL-01,F-3,오후,500mL,1.06,2.02,182.0,390,27.7,50.6,합격
L02634,2026-05-21 19:01,P-SEOUL-01,F-3,오후,1L,-0.48,2.1,179.5,412,14.6,57.0,합격
L02635,2026-05-21 19:35,P-SEOUL-01,F-3,오후,500mL,1.7,2.16,176.5,407,24.9,72.6,합격
L02636,2026-05-21 19:55,P-SEOUL-01,F-2,오후,500mL,-1.21,1.99,180.3,417,25.0,55.6,합격
L02637,2026-05-21 20:04,P-SEOUL-01,F-2,오후,1L,-0.06,2.13,180.0,396,19.6,51.2,합격
L02638,2026-05-21 20:17,P-SEOUL-01,F-2,오후,500mL,-1.41,2.07,179.2,402,24.8,57.0,합격
L02639,2026-05-21 20:59,P-SEOUL-01,F-2,오후,500mL,-0.61,1.86,181.4,390,23.1,49.5,합격
L02640,2026-05-21 21:09,P-SEOUL-01,F-2,오후,500mL,-0.57,2.09,176.0,412,30.1,50.1,합격
L02641,2026-05-21 21:13,P-SEOUL-01,F-1,오후,1L,-1.32,2.04,179.0,395,27.7,62.2,합격
L02642,2026-05-21 21:30,P-SEOUL-01,F-3,오후,500mL,-0.17,2.27,181.8,379,23.7,49.8,합격
L02643,2026-05-21 22:39,P-SEOUL-01,F-1,야간,2L,0.03,1.85,178.5,381,22.4,50.5,합격
L02644,2026-05-21 22:50,P-SEOUL-01,F-3,야간,500mL,0.31,2.16,179.9,373,21.7,55.5,합격
L02645,2026-05-21 22:53,P-SEOUL-01,F-1,야간,1L,-0.12,2.03,181.6,422,20.8,50.8,합격
L02646,2026-05-21 23:12,P-SEOUL-01,F-2,야간,2L,0.37,1.85,180.1,424,28.3,57.0,합격
L02647,2026-05-21 23:58,P-SEOUL-01,F-1,야간,500mL,-1.71,2.14,181.2,418,29.7,49.5,합격
L02648,2026-05-22 00:40,P-SEOUL-01,F-3,야간,500mL,0.18,1.91,180.6,403,24.6,42.2,합격
L02649,2026-05-22 00:45,P-SEOUL-01,F-1,야간,500mL,-0.8,1.79,176.0,423,24.6,58.0,합격
L02650,2026-05-22 00:58,P-SEOUL-01,F-2,야간,500mL,-0.61,1.77,176.1,392,26.2,60.8,합격
L02651,2026-05-22 01:00,P-SEOUL-01,F-2,야간,500mL,-1.05,1.95,177.1,397,22.0,60.4,합격
L02652,2026-05-22 01:01,P-SEOUL-01,F-3,야간,500mL,0.64,2.0,181.5,406,30.5,36.8,합격
L02653,2026-05-22 01:08,P-SEOUL-01,F-2,야간,500mL,0.69,1.94,179.6,409,24.5,58.1,합격
L02654,2026-05-22 01:34,P-SEOUL-01,F-1,야간,2L,-0.11,2.06,181.5,398,24.2,53.2,합격
L02655,2026-05-22 01:43,P-SEOUL-01,F-3,야간,500mL,-0.65,2.43,178.2,395,22.6,52.9,합격
L02656,2026-05-22 02:27,P-SEOUL-01,F-3,야간,1L,0.31,2.05,181.8,397,26.4,45.9,합격
L02657,2026-05-22 02:45,P-SEOUL-01,F-2,야간,2L,0.88,2.17,183.3,387,26.3,43.3,합격
L02658,2026-05-22 03:34,P-SEOUL-01,F-2,야간,500mL,4.86,,184.9,407,28.8,60.9,재검
L02659,2026-05-22 04:01,P-SEOUL-01,F-2,야간,500mL,0.17,2.04,178.2,385,28.0,45.5,합격
L02660,2026-05-22 04:26,P-SEOUL-01,F-2,야간,500mL,0.49,2.09,181.3,389,22.5,45.4,합격
L02661,2026-05-22 04:35,P-SEOUL-01,F-1,야간,1L,0.15,2.18,180.5,392,26.0,55.9,합격
L02662,2026-05-22 05:17,P-SEOUL-01,F-3,야간,1L,-0.02,2.3,182.7,384,27.8,58.6,합격
L02663,2026-05-22 06:20,P-SEOUL-01,F-3,주간,500mL,3.38,1.98,179.8,401,21.5,52.3,재검
L02664,2026-05-22 06:58,P-SEOUL-01,F-2,주간,500mL,0.66,2.2,180.2,377,21.6,72.2,합격
L02665,2026-05-22 07:29,P-SEOUL-01,F-1,주간,500mL,0.57,2.07,180.4,398,20.2,25.2,합격
L02666,2026-05-22 08:20,P-SEOUL-01,F-3,주간,1L,-0.51,1.98,181.0,387,27.5,51.9,합격
L02667,2026-05-22 08:30,P-SEOUL-01,F-1,주간,500mL,4.35,1.99,178.4,405,24.9,42.7,재검
L02668,2026-05-22 08:49,P-SEOUL-01,F-1,주간,1L,-1.0,2.06,182.0,390,17.4,47.9,합격
L02669,2026-05-22 09:31,P-SEOUL-01,F-2,주간,2L,1.18,2.13,179.0,410,26.8,54.6,합격
L02670,2026-05-22 09:48,P-SEOUL-01,F-3,주간,500mL,-0.04,2.18,176.5,410,19.8,43.4,합격
L02671,2026-05-22 10:45,P-SEOUL-01,F-1,주간,500mL,0.49,2.2,178.6,416,30.6,55.3,합격
L02672,2026-05-22 11:04,P-SEOUL-01,F-2,주간,1L,0.03,2.22,180.0,405,24.9,49.6,합격
L02673,2026-05-22 11:05,P-SEOUL-01,F-3,주간,500mL,1.02,2.14,186.0,402,32.3,51.6,합격
L02674,2026-05-22 11:19,P-SEOUL-01,F-1,주간,1L,-1.33,2.12,184.2,373,22.7,37.7,합격
L02675,2026-05-22 11:51,P-SEOUL-01,F-1,주간,500mL,0.8,2.29,179.1,382,24.8,57.9,합격
L02676,2026-05-22 12:08,P-SEOUL-01,F-3,주간,1L,-1.57,2.35,182.7,417,22.6,54.7,합격
L02677,2026-05-22 12:40,P-SEOUL-01,F-2,주간,500mL,-1.62,1.98,178.6,408,22.9,49.1,합격
L02678,2026-05-22 12:48,P-SEOUL-01,F-1,주간,500mL,-0.82,2.04,180.5,398,24.7,46.2,합격
L02679,2026-05-22 13:03,P-SEOUL-01,F-3,주간,500mL,0.66,2.05,178.8,402,20.7,47.2,합격
L02680,2026-05-22 13:04,P-SEOUL-01,F-2,주간,1L,0.97,2.25,177.7,386,23.0,49.5,합격
L02681,2026-05-22 13:42,P-SEOUL-01,F-3,주간,500mL,0.02,2.02,180.5,407,26.0,46.5,합격
L02682,2026-05-22 13:44,P-SEOUL-01,F-2,주간,500mL,-0.43,1.81,181.8,383,27.1,57.3,합격
L02683,2026-05-22 14:24,P-SEOUL-01,F-3,오후,500mL,-0.06,2.07,181.4,388,22.2,49.5,합격
L02684,2026-05-22 15:07,P-SEOUL-01,F-2,오후,1L,-0.92,2.23,176.1,409,28.1,,합격
L02685,2026-05-22 17:30,P-SEOUL-01,F-2,오후,1L,0.9,1.98,180.3,405,24.4,38.9,합격
L02686,2026-05-22 18:13,P-SEOUL-01,F-3,오후,500mL,1.69,2.07,179.5,413,22.8,54.8,합격
L02687,2026-05-22 19:28,P-SEOUL-01,F-1,오후,500mL,0.21,1.91,177.9,399,23.3,45.7,합격
L02688,2026-05-22 19:57,P-SEOUL-01,F-1,오후,500mL,-1.48,1.97,177.4,404,32.4,45.2,합격
L02689,2026-05-22 20:14,P-SEOUL-01,F-1,오후,2L,0.89,1.94,180.1,401,23.0,48.9,합격
L02690,2026-05-22 20:39,P-SEOUL-01,F-1,오후,1L,-0.67,1.93,179.9,417,24.7,60.1,합격
L02691,2026-05-22 20:58,P-SEOUL-01,F-2,오후,500mL,0.01,2.2,175.0,429,23.6,45.6,합격
L02692,2026-05-22 21:39,P-SEOUL-01,F-2,오후,500mL,0.62,2.15,180.5,369,28.9,45.1,합격
L02693,2026-05-22 21:50,P-SEOUL-01,F-1,오후,500mL,0.1,1.97,177.7,390,21.9,57.8,합격
L02694,2026-05-22 22:55,P-SEOUL-01,F-3,야간,500mL,1.09,1.93,178.1,392,26.8,57.9,합격
L02695,2026-05-22 22:55,P-SEOUL-01,F-1,야간,2L,0.11,2.03,180.7,406,22.8,50.9,합격
L02696,2026-05-23 00:14,P-SEOUL-01,F-1,야간,500mL,0.24,2.02,185.2,431,20.4,59.2,합격
L02697,2026-05-23 01:01,P-SEOUL-01,F-3,야간,500mL,0.09,1.76,180.5,376,25.0,46.3,합격
L02698,2026-05-23 01:14,P-SEOUL-01,F-1,야간,2L,1.06,2.16,176.7,415,21.5,51.6,합격
L02699,2026-05-23 01:34,P-SEOUL-01,F-1,야간,1L,1.19,2.2,178.5,387,23.3,62.5,합격
L02700,2026-05-23 02:40,P-SEOUL-01,F-2,야간,1L,1.4,2.18,179.4,388,34.9,60.1,합격
L02701,2026-05-23 02:44,P-SEOUL-01,F-1,야간,500mL,0.24,2.04,181.7,379,28.8,56.0,합격
L02702,2026-05-23 03:15,P-SEOUL-01,F-3,야간,500mL,0.24,2.11,178.0,415,26.8,47.7,합격
L02703,2026-05-23 03:23,P-SEOUL-01,F-1,야간,500mL,1.22,2.2,181.3,415,25.3,43.0,합격
L02704,2026-05-23 03:29,P-SEOUL-01,F-2,야간,500mL,-1.5,2.0,184.2,392,25.2,61.9,합격
L02705,2026-05-23 04:39,P-SEOUL-01,F-1,야간,500mL,-0.72,2.18,182.4,397,23.7,44.7,합격
L02706,2026-05-23 04:58,P-SEOUL-01,F-2,야간,500mL,-0.94,1.99,180.2,408,27.4,51.6,합격
L02707,2026-05-23 05:15,P-SEOUL-01,F-1,야간,2L,0.3,2.16,181.8,413,21.6,38.2,합격
L02708,2026-05-23 06:12,P-SEOUL-01,F-1,주간,1L,-0.59,,181.3,410,23.3,49.7,합격
L02709,2026-05-23 06:15,P-SEOUL-01,F-2,주간,2L,-0.98,2.09,179.9,404,23.8,59.4,합격
L02710,2026-05-23 06:43,P-SEOUL-01,F-3,주간,1L,-0.55,2.19,176.5,426,29.5,55.7,합격
L02711,2026-05-23 07:35,P-SEOUL-01,F-1,주간,500mL,2.34,2.14,177.8,403,22.3,53.7,합격
L02712,2026-05-23 07:47,P-SEOUL-01,F-3,주간,500mL,-0.26,1.36,182.5,405,27.2,45.5,재검
L02713,2026-05-23 08:55,P-SEOUL-01,F-2,주간,1L,0.74,2.09,179.5,392,16.9,52.7,합격
L02714,2026-05-23 09:39,P-SEOUL-01,F-2,주간,1L,1.14,2.4,180.9,394,26.7,54.0,합격
L02715,2026-05-23 09:47,P-SEOUL-01,F-1,주간,1L,-0.34,2.27,181.2,388,23.4,50.8,합격
L02716,2026-05-23 09:49,P-SEOUL-01,F-2,주간,1L,0.73,2.36,179.2,419,22.1,49.2,합격
L02717,2026-05-23 09:56,P-SEOUL-01,F-3,주간,2L,1.17,2.1,181.4,412,29.1,46.7,합격
L02718,2026-05-23 10:13,P-SEOUL-01,F-2,주간,500mL,0.33,1.97,181.1,412,24.3,47.7,합격
L02719,2026-05-23 10:34,P-SEOUL-01,F-3,주간,1L,-0.72,2.07,181.7,408,23.2,52.0,합격
L02720,2026-05-23 11:03,P-SEOUL-01,F-2,주간,500mL,-0.36,2.16,184.4,389,26.3,48.3,합격
L02721,2026-05-23 13:47,P-SEOUL-01,F-1,주간,500mL,-1.19,1.97,179.9,394,23.5,49.8,합격
L02722,2026-05-23 15:21,P-SEOUL-01,F-1,오후,500mL,-0.82,1.32,176.7,404,19.8,53.2,재검
L02723,2026-05-23 15:27,P-SEOUL-01,F-1,오후,1L,1.63,1.7,178.4,368,24.2,58.8,합격
L02724,2026-05-23 15:29,P-SEOUL-01,F-2,오후,500mL,-0.33,2.19,178.3,384,24.3,51.8,합격
L02725,2026-05-23 15:39,P-SEOUL-01,F-1,오후,500mL,-0.73,1.96,178.9,391,18.8,55.9,합격
L02726,2026-05-23 15:39,P-SEOUL-01,F-1,오후,500mL,-0.01,2.11,177.5,403,23.6,60.1,합격
L02727,2026-05-23 15:52,P-SEOUL-01,F-1,오후,1L,0.03,2.0,176.1,387,30.4,54.8,합격
L02728,2026-05-23 16:32,P-SEOUL-01,F-2,오후,1L,-1.45,1.98,180.8,384,24.7,,합격
L02729,2026-05-23 16:52,P-SEOUL-01,F-1,오후,2L,-1.15,1.95,182.0,409,20.0,49.4,합격
L02730,2026-05-23 17:00,P-SEOUL-01,F-1,오후,2L,1.88,2.2,183.1,396,28.9,51.2,합격
L02731,2026-05-23 17:55,P-SEOUL-01,F-3,오후,1L,1.97,1.88,183.5,378,24.8,58.4,합격
L02732,2026-05-23 17:56,P-SEOUL-01,F-2,오후,500mL,0.67,2.2,181.0,401,23.0,44.6,합격
L02733,2026-05-23 18:00,P-SEOUL-01,F-2,오후,500mL,-0.1,,180.9,407,27.1,56.3,합격
L02734,2026-05-23 18:33,P-SEOUL-01,F-2,오후,1L,-0.93,2.13,178.3,399,24.0,51.6,합격
L02735,2026-05-23 18:39,P-SEOUL-01,F-1,오후,500mL,-1.87,1.99,179.5,397,21.6,59.1,합격
L02736,2026-05-23 18:43,P-SEOUL-01,F-1,오후,500mL,0.58,2.24,182.0,411,25.9,50.0,합격
L02737,2026-05-23 18:45,P-SEOUL-01,F-3,오후,500mL,-0.0,1.93,180.6,399,19.7,59.2,합격
L02738,2026-05-23 19:16,P-SEOUL-01,F-3,오후,500mL,-0.52,2.15,178.1,417,21.9,45.1,합격
L02739,2026-05-23 19:33,P-SEOUL-01,F-1,오후,1L,-0.76,1.38,179.8,388,21.9,56.5,재검
L02740,2026-05-23 19:35,P-SEOUL-01,F-2,오후,2L,1.19,,179.4,407,27.0,63.9,합격
L02741,2026-05-23 19:47,P-SEOUL-01,F-3,오후,500mL,0.08,2.09,182.1,403,24.4,59.2,합격
L02742,2026-05-23 20:16,P-SEOUL-01,F-3,오후,2L,0.28,2.15,177.3,405,30.0,49.6,합격
L02743,2026-05-23 20:30,P-SEOUL-01,F-2,오후,1L,0.28,2.05,178.0,405,19.4,28.7,합격
L02744,2026-05-23 20:42,P-SEOUL-01,F-1,오후,500mL,-0.72,2.21,179.6,385,21.1,65.7,합격
L02745,2026-05-23 21:10,P-SEOUL-01,F-1,오후,500mL,-0.01,2.06,178.7,436,18.7,49.8,합격
L02746,2026-05-23 21:56,P-SEOUL-01,F-1,오후,500mL,0.4,2.05,176.2,400,25.2,52.4,합격
L02747,2026-05-23 22:13,P-SEOUL-01,F-2,야간,500mL,-0.29,2.14,178.3,394,21.7,42.4,합격
L02748,2026-05-23 22:48,P-SEOUL-01,F-3,야간,500mL,1.05,2.07,179.3,399,23.7,54.7,합격
L02749,2026-05-23 23:06,P-SEOUL-01,F-1,야간,1L,-1.67,2.01,179.4,408,24.9,41.0,합격
L02750,2026-05-23 23:19,P-SEOUL-01,F-1,야간,2L,-0.17,1.97,181.0,403,21.4,58.7,합격
L02751,2026-05-24 00:15,P-SEOUL-01,F-1,야간,1L,-0.62,1.86,179.2,393,19.0,55.9,합격
L02752,2026-05-24 01:07,P-SEOUL-01,F-2,야간,500mL,-0.59,2.01,181.8,373,24.6,44.4,합격
L02753,2026-05-24 02:05,P-SEOUL-01,F-2,야간,2L,0.03,1.41,180.4,396,18.4,37.6,재검
L02754,2026-05-24 02:14,P-SEOUL-01,F-2,야간,500mL,0.44,2.29,181.9,399,22.7,41.8,합격
L02755,2026-05-24 02:57,P-SEOUL-01,F-2,야간,500mL,0.33,2.05,178.6,395,31.3,65.2,합격
L02756,2026-05-24 03:03,P-SEOUL-01,F-1,야간,2L,0.93,2.29,182.5,412,28.8,40.1,합격
L02757,2026-05-24 03:54,P-SEOUL-01,F-1,야간,500mL,1.21,1.41,176.0,380,20.5,,재검
L02758,2026-05-24 04:19,P-SEOUL-01,F-1,야간,1L,-0.72,2.35,177.6,385,25.4,71.9,합격
L02759,2026-05-24 04:40,P-SEOUL-01,F-1,야간,1L,0.39,1.98,180.9,397,22.5,48.4,합격
L02760,2026-05-24 05:18,P-SEOUL-01,F-1,야간,2L,-0.09,1.99,181.2,394,26.9,40.4,합격
L02761,2026-05-24 05:39,P-SEOUL-01,F-2,야간,2L,2.52,2.04,178.0,420,22.9,48.3,합격
L02762,2026-05-24 06:08,P-SEOUL-01,F-2,주간,500mL,-0.94,1.91,185.0,403,16.5,44.8,합격
