cell_id,inspected_at,line,shift,open_voltage_V,capacity_mAh,internal_resistance_mOhm,thickness_mm,weight_g,charge_time_min,chamber_temp_C,chamber_humidity_pct,inspector,result
CELL-01368,2026-04-27 19:42,C라인,주간,3.655,5011.7,26.72,10.974,69.74,60.8,23.4,52.7,이하영,합격
CELL-01369,2026-04-27 20:56,A라인,야간,3.653,4819.9,21.91,11.042,68.72,74.1,23.4,46.4,김수현,합격
CELL-01370,2026-04-27 22:46,A라인,야간,3.681,4841.9,21.88,11.391,68.55,73.2,26.6,45.0,이하영,합격
CELL-01371,2026-04-28 01:36,A라인,주간,3.713,4957.4,17.9,11.162,69.79,61.5,25.7,62.2,김수현,합격
CELL-01372,2026-04-28 03:13,A라인,주간,3.617,4793.8,14.49,10.935,70.57,79.8,24.9,34.7,김수현,합격
CELL-01373,2026-04-28 04:58,A라인,주간,3.733,5188.3,24.08,10.906,70.73,74.3,27.0,35.2,한서린,합격
CELL-01374,2026-04-28 07:44,A라인,야간,3.736,4906.1,21.58,10.99,71.89,80.7,22.0,51.3,한서린,합격
CELL-01375,2026-04-28 09:42,A라인,야간,3.652,4987.3,22.45,11.028,70.74,69.3,21.5,48.5,이하영,합격
CELL-01376,2026-04-28 10:09,A라인,주간,3.704,5151.1,21.51,10.877,69.85,66.9,21.8,36.9,김수현,합격
CELL-01377,2026-04-28 10:47,C라인,주간,3.673,4800.0,23.02,10.795,69.76,69.5,23.2,53.6,정우석,합격
CELL-01378,2026-04-28 11:10,A라인,야간,3.65,4791.4,16.11,11.155,70.1,66.8,22.6,36.4,정우석,합격
CELL-01379,2026-04-28 12:02,B라인,주간,3.707,5074.8,19.82,11.388,69.08,81.0,25.6,,박정민,합격
CELL-01380,2026-04-28 12:49,A라인,야간,3.669,4931.9,23.49,11.332,69.84,68.9,25.2,54.3,김수현,합격
CELL-01381,2026-04-28 13:03,C라인,야간,3.688,5208.2,28.27,11.176,70.41,82.5,22.7,52.9,이하영,합격
CELL-01382,2026-04-28 13:07,B라인,야간,3.681,4825.2,17.07,10.937,69.98,81.0,22.3,50.7,이하영,합격
CELL-01383,2026-04-28 14:31,A라인,야간,3.665,5043.1,29.87,10.994,70.84,85.6,21.1,37.8,이하영,합격
CELL-01384,2026-04-28 15:48,B라인,야간,3.661,4998.5,14.19,11.069,71.23,71.9,22.9,32.5,이하영,합격
CELL-01385,2026-04-28 17:07,B라인,야간,3.712,4822.1,20.85,10.834,68.88,66.5,20.2,43.5,한서린,합격
CELL-01386,2026-04-28 17:30,B라인,야간,3.674,5114.1,16.51,11.261,69.93,72.6,21.7,36.4,박정민,합격
CELL-01387,2026-04-28 18:00,B라인,주간,3.654,4953.2,21.44,11.22,70.06,69.6,24.0,50.4,정우석,합격
CELL-01388,2026-04-28 20:29,B라인,야간,3.645,4967.8,19.08,11.019,68.71,79.3,23.8,43.1,이하영,합격
CELL-01389,2026-04-28 20:47,B라인,야간,3.66,4906.1,19.35,11.1,69.22,67.3,24.4,49.4,이하영,합격
CELL-01390,2026-04-28 23:31,B라인,야간,3.66,5024.9,17.55,11.138,68.71,63.0,25.8,48.4,박정민,합격
CELL-01391,2026-04-29 00:17,B라인,주간,3.599,4803.0,25.4,11.172,69.39,73.5,,45.9,정우석,합격
CELL-01392,2026-04-29 03:20,A라인,주간,3.619,5173.3,23.52,11.077,70.01,75.4,21.0,60.7,박정민,합격
CELL-01393,2026-04-29 05:45,A라인,주간,3.723,4926.0,25.2,11.255,70.01,70.8,26.4,52.7,김수현,합격
CELL-01394,2026-04-29 05:54,A라인,주간,3.68,4888.1,19.36,10.948,69.89,71.0,25.5,42.5,이하영,합격
CELL-01395,2026-04-29 05:59,A라인,야간,3.744,4966.3,12.26,10.756,70.69,70.7,20.1,57.0,정우석,합격
CELL-01396,2026-04-29 06:58,C라인,야간,3.64,4972.6,25.34,11.212,70.19,81.5,20.8,,정우석,합격
CELL-01397,2026-04-29 09:03,C라인,주간,3.713,4818.5,26.56,10.912,69.86,82.2,25.1,40.4,한서린,불합격
CELL-01398,2026-04-29 11:22,A라인,주간,3.662,4938.9,21.11,10.863,71.06,80.3,25.6,49.7,한서린,합격
CELL-01399,2026-04-29 12:45,A라인,야간,3.652,5093.8,29.56,10.639,71.29,82.1,25.7,41.3,박정민,불합격
CELL-01400,2026-04-29 14:23,A라인,주간,3.663,4744.2,19.69,11.128,68.14,80.2,21.1,47.1,이하영,합격
CELL-01401,2026-04-29 15:19,C라인,주간,3.715,4821.5,20.24,10.772,70.39,71.9,25.8,39.3,김수현,합격
CELL-01402,2026-04-29 16:03,B라인,야간,3.674,4985.1,21.13,10.748,71.3,68.5,20.1,50.3,정우석,합격
CELL-01403,2026-04-29 16:35,A라인,주간,3.72,4922.1,17.12,11.069,69.29,71.1,24.8,38.4,김수현,합격
CELL-01404,2026-04-29 16:57,C라인,주간,3.635,5249.2,26.28,10.906,69.63,70.0,26.7,51.4,정우석,합격
CELL-01405,2026-04-29 20:31,A라인,야간,3.622,4941.3,21.28,11.177,71.39,68.4,22.0,41.8,한서린,합격
CELL-01406,2026-04-29 21:00,A라인,주간,3.714,4774.3,20.96,11.251,69.93,75.3,23.4,33.5,김수현,합격
CELL-01407,2026-04-30 00:18,C라인,야간,3.694,5111.2,16.51,10.986,70.28,71.3,25.7,54.6,박정민,합격
CELL-01408,2026-04-30 01:21,A라인,야간,3.695,4837.3,21.49,10.853,69.71,77.9,26.4,32.0,김수현,합격
CELL-01409,2026-04-30 04:26,C라인,주간,3.675,5026.2,32.19,10.934,71.24,76.0,25.3,47.2,박정민,합격
CELL-01410,2026-04-30 04:50,B라인,야간,3.627,5051.1,23.63,10.88,71.12,56.1,20.0,36.1,박정민,합격
CELL-01411,2026-04-30 05:01,B라인,야간,3.695,4650.0,17.89,11.201,72.0,60.3,22.2,49.1,박정민,합격
CELL-01412,2026-04-30 05:30,A라인,주간,3.644,5112.8,26.66,10.843,69.71,68.1,22.9,47.6,박정민,합격
CELL-01413,2026-04-30 06:15,B라인,야간,3.636,5117.3,17.23,10.858,69.02,66.9,21.7,45.2,한서린,합격
CELL-01414,2026-04-30 07:54,C라인,야간,3.669,4800.1,26.55,10.885,71.46,82.0,18.6,52.0,정우석,불합격
CELL-01415,2026-04-30 08:13,C라인,야간,3.609,4995.4,27.39,10.958,69.53,73.1,23.9,52.0,한서린,합격
CELL-01416,2026-04-30 09:09,C라인,주간,3.689,5054.0,19.08,10.938,71.36,62.9,21.6,46.1,박정민,합격
CELL-01417,2026-04-30 10:10,A라인,주간,3.704,4762.5,23.76,10.672,68.81,71.8,25.0,43.7,이하영,합격
CELL-01418,2026-04-30 10:55,C라인,주간,3.659,4743.6,29.42,10.993,71.22,61.7,24.2,,이하영,합격
CELL-01419,2026-04-30 11:05,B라인,주간,3.675,4917.2,15.8,10.74,70.39,62.8,21.9,49.0,박정민,합격
CELL-01420,2026-04-30 13:51,A라인,주간,3.719,4827.4,18.6,11.004,71.89,61.6,25.0,32.3,이하영,합격
CELL-01421,2026-04-30 14:05,C라인,주간,3.682,4688.6,22.93,10.798,70.72,67.2,24.2,40.7,한서린,합격
CELL-01422,2026-04-30 16:34,A라인,주간,3.754,5022.7,25.68,11.469,69.91,65.0,,52.1,박정민,합격
CELL-01423,2026-04-30 19:06,A라인,주간,3.748,5072.1,20.01,11.053,69.44,65.0,22.7,36.9,박정민,합격
CELL-01424,2026-04-30 19:46,B라인,야간,3.715,4976.0,12.86,10.786,71.65,66.7,26.8,40.8,한서린,합격
CELL-01425,2026-04-30 20:27,B라인,야간,3.739,4944.0,25.23,10.703,70.81,79.5,20.0,,한서린,합격
CELL-01426,2026-04-30 23:12,C라인,야간,3.678,5162.0,23.28,11.337,70.54,64.3,17.7,52.2,박정민,합격
CELL-01427,2026-05-01 00:18,A라인,야간,3.667,5094.7,24.32,10.942,70.31,72.7,22.0,32.8,박정민,합격
CELL-01428,2026-05-01 00:39,A라인,야간,3.674,4838.5,27.59,11.253,69.55,74.0,23.8,,박정민,합격
CELL-01429,2026-05-01 00:55,B라인,야간,3.674,4799.1,21.9,11.031,69.46,65.2,24.7,39.9,김수현,합격
CELL-01430,2026-05-01 01:18,C라인,야간,3.675,4825.6,19.17,11.119,71.28,74.4,25.8,50.6,이하영,합격
CELL-01431,2026-05-01 03:30,A라인,야간,3.631,4856.4,20.36,10.819,68.9,73.9,23.2,44.9,정우석,합격
CELL-01432,2026-05-01 03:37,A라인,야간,3.726,4876.4,24.11,10.972,69.6,72.9,25.9,39.1,박정민,합격
CELL-01433,2026-05-01 03:55,A라인,야간,3.716,4877.1,22.22,10.841,70.62,68.5,24.2,41.1,박정민,합격
CELL-01434,2026-05-01 05:07,B라인,야간,3.753,4917.9,13.92,11.158,69.83,75.6,19.7,38.9,한서린,합격
CELL-01435,2026-05-01 05:58,B라인,주간,3.657,4942.2,17.58,11.388,69.87,66.9,25.2,46.9,김수현,합격
CELL-01436,2026-05-01 09:08,B라인,주간,3.608,5015.6,23.78,10.909,70.5,78.2,24.8,54.9,박정민,합격
CELL-01437,2026-05-01 09:09,B라인,주간,3.652,5038.3,12.4,11.124,69.46,70.6,22.6,38.2,정우석,합격
CELL-01438,2026-05-01 10:17,C라인,주간,3.771,4861.0,27.26,11.069,69.4,71.6,24.8,36.0,한서린,합격
CELL-01439,2026-05-01 12:45,A라인,주간,3.711,5197.5,20.46,11.221,71.59,77.6,27.1,45.9,정우석,합격
CELL-01440,2026-05-01 13:01,B라인,야간,3.626,4958.3,21.98,10.852,70.84,67.4,23.9,44.2,이하영,합격
CELL-01441,2026-05-01 14:04,A라인,주간,3.638,4778.1,23.11,11.095,72.2,66.5,22.5,38.7,박정민,합격
CELL-01442,2026-05-01 14:26,B라인,주간,3.655,4765.4,20.48,10.929,70.32,66.9,27.2,49.0,정우석,합격
CELL-01443,2026-05-01 14:40,A라인,주간,3.66,4892.0,25.57,11.449,71.39,83.8,23.8,48.4,정우석,합격
CELL-01444,2026-05-01 15:30,B라인,주간,3.65,4821.6,22.71,10.979,69.65,71.8,25.9,32.3,김수현,합격
CELL-01445,2026-05-01 19:29,A라인,주간,3.681,4657.4,19.39,10.862,69.94,75.4,23.4,45.9,이하영,합격
CELL-01446,2026-05-01 20:04,C라인,주간,3.718,4673.8,18.25,11.095,69.4,70.3,25.0,44.3,박정민,합격
CELL-01447,2026-05-01 21:30,C라인,야간,3.706,4997.6,18.93,11.011,71.92,77.6,24.1,38.1,한서린,합격
CELL-01448,2026-05-01 21:47,B라인,주간,3.671,4840.3,24.7,10.634,69.25,69.7,24.2,43.8,이하영,합격
CELL-01449,2026-05-01 22:03,B라인,야간,3.664,4782.0,22.62,11.301,70.07,74.5,,48.5,정우석,합격
CELL-01450,2026-05-02 00:05,C라인,주간,3.644,5073.2,24.37,10.729,69.78,79.9,26.2,49.8,김수현,합격
CELL-01451,2026-05-02 00:30,A라인,주간,3.684,4816.6,22.43,11.053,71.02,67.8,22.8,44.8,박정민,합격
CELL-01452,2026-05-02 00:44,A라인,야간,3.662,4860.5,23.26,11.094,70.68,69.6,23.4,53.9,이하영,합격
CELL-01453,2026-05-02 01:10,C라인,주간,3.654,5089.2,21.56,10.774,71.0,71.6,26.3,43.0,정우석,합격
CELL-01454,2026-05-02 01:30,A라인,주간,3.713,4756.5,17.16,10.693,69.96,74.8,24.9,47.6,정우석,합격
CELL-01455,2026-05-02 05:18,C라인,주간,3.637,4832.1,15.97,10.916,71.84,70.7,22.0,43.6,김수현,합격
CELL-01456,2026-05-02 06:08,C라인,야간,3.709,5048.6,22.47,11.035,71.39,71.3,26.8,,정우석,합격
CELL-01457,2026-05-02 06:27,B라인,야간,3.688,4908.3,20.61,11.021,71.43,69.6,22.8,41.9,박정민,합격
CELL-01458,2026-05-02 07:57,A라인,야간,3.755,4866.3,18.64,10.943,69.16,60.3,25.0,60.7,이하영,합격
CELL-01459,2026-05-02 08:02,C라인,주간,3.725,5059.0,18.33,11.019,70.55,65.3,25.7,34.0,박정민,합격
CELL-01460,2026-05-02 08:56,C라인,야간,3.674,4685.5,23.75,10.619,69.34,55.3,18.2,55.3,정우석,합격
CELL-01461,2026-05-02 10:07,B라인,주간,3.668,4924.1,22.11,11.047,70.35,67.8,20.9,40.6,박정민,합격
CELL-01462,2026-05-02 10:20,B라인,야간,3.644,4846.0,21.96,11.232,69.12,67.5,25.0,,김수현,합격
CELL-01463,2026-05-02 11:21,B라인,주간,3.586,4952.8,18.89,11.147,70.25,76.3,26.8,38.9,한서린,합격
CELL-01464,2026-05-02 11:51,A라인,주간,3.679,5095.8,14.89,10.985,70.01,71.5,21.8,,한서린,합격
CELL-01465,2026-05-02 12:44,C라인,야간,3.677,4933.3,22.09,11.447,71.32,81.2,27.7,35.4,이하영,합격
CELL-01466,2026-05-02 15:26,A라인,주간,3.608,4806.8,15.12,11.032,70.06,65.1,23.9,54.1,한서린,합격
CELL-01467,2026-05-02 16:02,C라인,야간,3.593,4933.8,22.56,11.114,70.63,69.9,24.0,32.6,정우석,합격
CELL-01468,2026-05-02 18:17,A라인,야간,3.695,4871.6,19.89,10.991,69.74,77.1,23.2,48.7,한서린,합격
CELL-01469,2026-05-03 00:16,C라인,주간,3.761,4791.7,24.19,10.698,70.74,54.9,22.0,55.4,박정민,합격
CELL-01470,2026-05-03 00:23,B라인,주간,3.657,4740.7,23.2,11.211,69.77,57.0,25.0,34.4,김수현,합격
CELL-01471,2026-05-03 00:50,A라인,야간,3.675,4693.9,30.81,11.017,71.14,70.8,26.1,49.7,박정민,불합격
CELL-01472,2026-05-03 02:41,C라인,주간,3.702,4784.6,23.31,10.896,69.83,67.9,28.5,27.4,이하영,합격
CELL-01473,2026-05-03 02:58,A라인,야간,3.636,4748.4,28.15,10.764,70.23,61.4,25.6,36.7,정우석,불합격
CELL-01474,2026-05-03 03:07,B라인,주간,3.657,4666.7,20.09,11.167,69.47,58.9,23.8,48.1,박정민,합격
CELL-01475,2026-05-03 04:45,B라인,주간,3.688,4965.8,21.11,11.05,69.26,57.9,25.3,60.3,정우석,합격
CELL-01476,2026-05-03 05:37,C라인,주간,3.699,4953.6,26.56,10.976,70.75,63.6,22.9,33.3,김수현,합격
CELL-01477,2026-05-03 07:17,A라인,야간,3.74,4791.9,19.8,10.798,70.8,65.0,19.0,44.0,김수현,합격
CELL-01478,2026-05-03 08:08,A라인,야간,3.702,4713.0,22.66,11.321,69.72,80.0,25.4,44.9,김수현,합격
CELL-01479,2026-05-03 10:58,B라인,야간,3.684,4907.7,21.6,11.089,69.56,71.2,20.5,49.6,김수현,합격
CELL-01480,2026-05-03 12:19,C라인,야간,3.695,4936.0,19.55,11.343,69.87,67.2,,39.2,김수현,합격
CELL-01481,2026-05-03 12:19,B라인,야간,3.682,4750.6,19.52,11.123,69.38,68.6,22.8,35.7,이하영,합격
CELL-01482,2026-05-03 12:35,B라인,주간,3.652,4727.9,19.63,10.814,69.47,70.1,27.0,39.9,김수현,합격
CELL-01483,2026-05-03 13:01,B라인,야간,3.684,4875.7,19.96,11.29,71.87,55.6,23.1,65.5,김수현,합격
CELL-01484,2026-05-03 13:21,C라인,주간,3.676,5044.7,24.22,11.069,72.19,78.2,24.7,,정우석,합격
CELL-01485,2026-05-03 13:26,C라인,주간,3.655,4855.9,24.63,10.767,70.59,77.8,24.5,51.2,정우석,합격
CELL-01486,2026-05-03 14:20,A라인,주간,3.716,4917.0,21.56,11.007,68.45,70.0,23.2,55.1,정우석,합격
CELL-01487,2026-05-03 14:22,B라인,야간,3.649,4939.0,20.26,11.033,69.49,,26.0,41.9,김수현,합격
CELL-01488,2026-05-03 14:42,B라인,야간,3.685,4890.3,26.56,10.943,71.88,74.5,22.3,43.6,김수현,합격
CELL-01489,2026-05-03 14:45,C라인,야간,3.732,4931.9,22.72,10.972,69.04,69.5,24.5,45.3,이하영,합격
CELL-01490,2026-05-03 15:22,C라인,야간,3.669,4974.8,25.89,10.712,69.17,74.4,25.2,39.4,이하영,합격
CELL-01491,2026-05-03 15:42,A라인,야간,3.707,5030.2,20.56,11.264,71.11,73.1,24.2,,이하영,합격
CELL-01492,2026-05-03 15:45,A라인,야간,3.69,4763.9,25.37,11.199,70.48,64.3,23.7,,정우석,합격
CELL-01493,2026-05-03 16:29,A라인,야간,3.737,5031.5,19.86,10.572,68.59,73.8,23.0,38.0,이하영,합격
CELL-01494,2026-05-03 18:22,B라인,야간,3.74,4958.1,21.86,11.171,69.4,66.3,21.2,45.4,박정민,합격
CELL-01495,2026-05-03 19:33,B라인,주간,3.668,5038.9,20.32,11.04,69.88,70.1,26.8,53.4,박정민,합격
CELL-01496,2026-05-03 20:03,C라인,야간,3.65,4967.7,17.68,11.077,71.38,50.2,21.6,50.3,박정민,합격
CELL-01497,2026-05-03 20:23,C라인,주간,3.681,4987.8,25.63,11.188,70.83,71.5,26.6,36.5,박정민,합격
CELL-01498,2026-05-03 20:45,A라인,주간,3.65,4917.6,19.71,10.566,70.35,70.8,25.8,37.9,박정민,합격
CELL-01499,2026-05-03 20:46,C라인,야간,3.664,4981.3,27.16,10.829,71.0,83.5,23.1,44.5,한서린,합격
CELL-01500,2026-05-03 20:52,C라인,주간,3.712,4882.3,26.54,10.739,68.9,69.4,22.6,42.8,한서린,합격
CELL-01501,2026-05-03 21:20,A라인,주간,3.722,5053.2,22.5,11.417,69.64,60.5,22.7,42.0,정우석,합격
CELL-01502,2026-05-03 21:23,A라인,야간,3.673,4647.9,24.25,10.695,70.38,82.0,19.2,47.6,박정민,합격
CELL-01503,2026-05-04 00:29,B라인,야간,3.672,4696.2,28.57,11.12,70.88,68.6,22.2,52.5,정우석,합격
CELL-01504,2026-05-04 02:40,A라인,야간,3.636,4876.9,28.02,11.222,69.79,70.1,18.4,45.3,이하영,합격
CELL-01505,2026-05-04 04:15,A라인,주간,3.57,4892.3,17.99,10.651,69.89,77.3,22.2,37.2,정우석,합격
CELL-01506,2026-05-04 05:16,B라인,야간,3.731,4950.6,20.06,11.014,72.56,66.8,19.9,42.8,김수현,합격
CELL-01507,2026-05-04 05:30,A라인,주간,3.664,4840.7,16.86,10.817,70.4,66.0,26.4,44.4,김수현,합격
CELL-01508,2026-05-04 07:32,B라인,주간,3.73,5009.8,25.99,11.175,71.06,66.0,22.6,32.4,한서린,합격
CELL-01509,2026-05-04 07:47,A라인,주간,3.594,4919.7,26.13,10.848,70.73,79.6,26.2,56.3,한서린,합격
CELL-01510,2026-05-04 08:30,B라인,주간,3.639,4798.1,17.46,10.739,68.35,63.3,26.9,56.8,이하영,합격
CELL-01511,2026-05-04 11:17,B라인,주간,3.703,4807.8,27.5,10.895,69.0,80.9,21.4,46.7,이하영,불합격
CELL-01512,2026-05-04 12:46,B라인,주간,3.681,4757.7,23.89,10.629,70.22,65.2,26.1,53.1,김수현,합격
CELL-01513,2026-05-04 13:02,C라인,주간,3.667,4853.9,22.59,11.05,70.08,66.9,18.3,43.7,이하영,합격
CELL-01514,2026-05-04 14:12,A라인,야간,3.687,4960.5,19.04,10.97,70.83,,22.7,44.6,김수현,합격
CELL-01515,2026-05-04 14:22,A라인,야간,3.686,4843.0,17.7,11.006,70.5,64.6,22.6,40.9,정우석,합격
CELL-01516,2026-05-04 17:46,B라인,야간,3.65,4699.0,27.88,10.647,70.4,72.8,19.7,40.3,김수현,불합격
CELL-01517,2026-05-04 19:22,C라인,주간,3.652,4876.8,23.31,10.901,70.62,72.2,27.1,51.9,박정민,합격
CELL-01518,2026-05-04 21:23,A라인,주간,3.664,4860.8,20.24,10.745,69.37,67.0,28.0,56.8,정우석,합격
CELL-01519,2026-05-04 21:43,B라인,야간,3.705,4770.9,22.24,10.91,70.03,77.1,24.1,62.9,김수현,합격
CELL-01520,2026-05-04 23:13,A라인,주간,3.688,4981.9,23.32,10.886,67.14,69.9,23.2,37.8,정우석,합격
CELL-01521,2026-05-05 02:09,A라인,주간,3.649,4689.1,20.91,10.86,69.02,70.9,28.3,37.6,한서린,합격
CELL-01522,2026-05-05 02:48,A라인,주간,3.69,4843.9,26.62,10.876,70.03,79.4,25.0,57.9,김수현,합격
CELL-01523,2026-05-05 03:30,B라인,주간,3.718,4778.9,24.51,11.034,70.12,70.4,24.6,55.9,정우석,합격
CELL-01524,2026-05-05 05:24,A라인,주간,3.659,4798.4,22.04,11.015,69.64,71.0,24.8,35.6,정우석,합격
CELL-01525,2026-05-05 05:30,A라인,주간,3.658,4980.8,17.85,10.776,70.1,66.6,21.5,60.7,이하영,합격
CELL-01526,2026-05-05 07:13,B라인,주간,3.65,4755.6,17.37,10.976,71.57,78.2,19.0,52.4,김수현,합격
CELL-01527,2026-05-05 07:45,B라인,야간,3.735,4876.7,26.39,10.934,71.05,69.0,26.7,51.0,이하영,합격
CELL-01528,2026-05-05 08:14,C라인,주간,3.676,4902.2,24.81,11.069,70.7,66.0,25.2,56.3,한서린,합격
CELL-01529,2026-05-05 10:04,B라인,야간,3.658,4944.9,14.47,10.938,69.4,70.2,19.3,50.2,박정민,합격
CELL-01530,2026-05-05 11:41,A라인,주간,3.717,5167.6,27.31,11.24,69.98,65.7,28.3,36.3,김수현,합격
CELL-01531,2026-05-05 11:45,C라인,주간,3.602,4889.2,21.6,10.907,70.4,73.3,27.2,57.2,김수현,합격
CELL-01532,2026-05-05 13:02,A라인,주간,3.689,4957.6,18.12,10.894,70.67,73.9,25.1,45.2,김수현,합격
CELL-01533,2026-05-05 14:53,A라인,야간,3.659,4970.6,30.69,11.04,71.46,71.3,,43.9,정우석,합격
CELL-01534,2026-05-05 15:35,B라인,야간,3.707,4735.5,16.73,10.599,69.85,79.9,25.0,49.1,정우석,합격
CELL-01535,2026-05-05 16:25,B라인,주간,3.723,4615.6,15.24,11.216,68.52,71.1,22.0,53.6,박정민,합격
CELL-01536,2026-05-05 16:39,A라인,주간,3.703,4941.7,19.36,10.756,69.64,71.0,23.8,44.3,박정민,합격
CELL-01537,2026-05-05 16:43,A라인,야간,3.665,4892.8,21.04,10.909,70.88,75.9,22.6,37.4,김수현,합격
CELL-01538,2026-05-05 16:52,B라인,주간,3.657,4916.9,21.48,11.063,68.39,82.0,25.1,49.6,박정민,합격
CELL-01539,2026-05-05 17:05,B라인,야간,3.677,4664.1,18.69,11.021,69.48,67.0,25.5,47.8,박정민,합격
CELL-01540,2026-05-05 20:01,A라인,주간,3.701,4810.0,22.17,11.076,69.09,70.0,26.0,,정우석,합격
CELL-01541,2026-05-05 20:01,A라인,야간,3.685,4954.5,21.11,11.102,70.48,70.0,20.0,51.5,정우석,합격
CELL-01542,2026-05-05 21:57,A라인,야간,3.691,5024.7,24.55,11.264,70.32,64.1,26.9,49.5,김수현,합격
CELL-01543,2026-05-05 21:59,A라인,야간,3.712,4642.4,20.38,10.945,69.08,71.8,,51.1,한서린,합격
CELL-01544,2026-05-05 23:12,C라인,주간,3.653,4776.5,23.84,10.649,68.6,68.5,24.4,42.5,김수현,합격
CELL-01545,2026-05-05 23:50,C라인,주간,3.604,4909.1,18.58,11.114,70.13,68.0,24.1,36.0,정우석,합격
CELL-01546,2026-05-06 00:46,C라인,야간,3.656,4924.3,24.88,11.183,70.41,84.2,22.3,55.1,이하영,합격
CELL-01547,2026-05-06 00:58,A라인,야간,3.715,5262.0,29.59,11.143,70.64,64.5,21.9,41.5,한서린,합격
CELL-01548,2026-05-06 02:26,A라인,야간,3.765,4865.8,19.86,11.064,70.24,75.5,24.6,49.1,박정민,합격
CELL-01549,2026-05-06 03:07,A라인,주간,3.701,4974.7,22.28,11.116,69.01,66.2,27.6,50.8,이하영,합격
CELL-01550,2026-05-06 04:45,A라인,주간,3.653,4879.9,22.39,10.745,71.59,74.2,23.1,39.2,박정민,합격
CELL-01551,2026-05-06 05:30,B라인,주간,3.706,5037.4,27.41,10.98,70.71,69.7,23.6,56.2,박정민,합격
CELL-01552,2026-05-06 05:39,A라인,야간,3.658,4817.2,18.59,11.194,70.54,73.8,28.4,42.5,한서린,합격
CELL-01553,2026-05-06 06:30,B라인,주간,3.699,4844.7,21.97,11.384,69.95,74.6,24.2,61.5,이하영,합격
CELL-01554,2026-05-06 09:20,A라인,야간,3.699,5018.8,22.31,11.225,69.48,76.0,24.1,42.9,김수현,합격
CELL-01555,2026-05-06 09:52,B라인,주간,3.625,4831.3,22.27,11.011,69.8,64.6,24.4,29.9,김수현,합격
CELL-01556,2026-05-06 11:14,A라인,주간,3.673,4707.4,15.56,10.923,69.45,64.3,21.6,63.6,정우석,합격
CELL-01557,2026-05-06 13:40,B라인,야간,3.645,4858.1,21.32,11.162,70.42,72.3,22.9,52.0,이하영,합격
CELL-01558,2026-05-06 13:52,C라인,주간,3.651,5099.9,26.1,11.12,70.0,65.1,24.2,38.3,정우석,합격
CELL-01559,2026-05-06 14:51,A라인,야간,3.722,4840.5,13.83,10.877,69.17,66.3,24.2,50.4,박정민,합격
CELL-01560,2026-05-06 15:37,C라인,주간,3.655,4920.7,21.76,10.954,70.19,72.3,20.5,46.4,한서린,합격
CELL-01561,2026-05-06 15:46,A라인,야간,3.653,4860.9,22.98,10.836,70.37,69.0,22.9,35.6,박정민,합격
CELL-01562,2026-05-06 15:53,A라인,주간,3.648,5049.8,20.58,10.951,71.3,57.2,22.5,57.5,한서린,합격
CELL-01563,2026-05-06 16:06,A라인,주간,3.748,4899.1,20.21,11.382,71.05,77.5,22.7,39.0,한서린,합격
CELL-01564,2026-05-06 17:13,C라인,야간,3.651,4885.0,23.2,11.171,68.91,81.1,22.5,34.4,이하영,합격
CELL-01565,2026-05-06 18:13,A라인,야간,3.616,4641.7,26.59,11.289,68.98,74.2,20.2,36.4,한서린,불합격
CELL-01566,2026-05-06 23:28,B라인,주간,3.664,4790.9,20.41,11.248,70.86,76.2,25.9,47.8,김수현,합격
CELL-01567,2026-05-06 23:33,C라인,야간,3.733,5071.1,20.67,10.91,71.03,66.1,23.4,54.8,박정민,합격
CELL-01568,2026-05-06 23:58,C라인,야간,3.713,4833.5,14.32,11.348,68.66,64.1,22.1,43.4,정우석,합격
CELL-01569,2026-05-07 01:12,A라인,야간,3.66,4985.1,25.42,10.877,71.06,77.0,21.0,46.3,이하영,합격
CELL-01570,2026-05-07 01:14,A라인,야간,3.729,4985.7,22.91,10.684,69.21,62.3,21.0,43.8,김수현,합격
CELL-01571,2026-05-07 02:36,B라인,야간,3.642,4829.8,22.37,11.145,70.24,56.2,22.4,38.4,한서린,합격
CELL-01572,2026-05-07 03:28,B라인,야간,3.617,4964.8,18.25,11.52,70.54,73.9,22.8,33.4,박정민,합격
CELL-01573,2026-05-07 03:29,B라인,야간,3.663,5008.6,11.29,10.902,69.71,63.3,22.0,57.7,박정민,합격
CELL-01574,2026-05-07 03:42,A라인,주간,3.713,4853.3,18.65,11.191,70.83,67.9,22.0,40.1,김수현,합격
CELL-01575,2026-05-07 03:42,B라인,야간,3.67,4780.6,21.4,10.798,71.0,75.5,26.7,59.5,정우석,합격
CELL-01576,2026-05-07 05:58,A라인,주간,3.668,4581.4,17.18,10.974,71.09,68.2,22.7,41.0,이하영,합격
CELL-01577,2026-05-07 07:01,A라인,야간,3.671,4973.0,22.54,11.394,70.53,76.1,25.3,59.7,정우석,합격
CELL-01578,2026-05-07 07:21,B라인,주간,3.669,4939.8,14.39,10.79,69.24,77.5,24.3,58.3,한서린,합격
CELL-01579,2026-05-07 07:31,B라인,야간,3.683,4892.9,21.91,10.583,70.55,69.9,22.3,54.3,정우석,합격
CELL-01580,2026-05-07 08:11,B라인,야간,3.725,4869.8,19.06,10.829,70.05,78.6,24.0,46.2,정우석,합격
CELL-01581,2026-05-07 08:29,C라인,주간,3.691,4820.9,17.05,11.317,70.32,63.4,27.0,43.1,이하영,합격
